ID,i
ISIC_0000129_segmentation,48
ISIC_0014361_segmentation,25
ISIC_0012787_segmentation,34
ISIC_0011229_segmentation,49
ISIC_0014163_segmentation,98
ISIC_0009877_segmentation,35
ISIC_0014596_segmentation,15
ISIC_0014044_segmentation,12
ISIC_0012381_segmentation,9
ISIC_0000159_segmentation,5
ISIC_0012148_segmentation,47
ISIC_0009962_segmentation,8
ISIC_0000045_segmentation,49
ISIC_0013360_segmentation,3
ISIC_0010475_segmentation,29
ISIC_0009943_segmentation,3
ISIC_0000534_segmentation,45
ISIC_0009902_segmentation,4
ISIC_0012856_segmentation,21
ISIC_0012828_segmentation,6
ISIC_0014711_segmentation,64
ISIC_0000467_segmentation,12
ISIC_0010448_segmentation,4
ISIC_0011163_segmentation,4
ISIC_0010025_segmentation,5
ISIC_0009869_segmentation,4
ISIC_0011082_segmentation,8
ISIC_0013725_segmentation,5
ISIC_0000517_segmentation,3
ISIC_0000250_segmentation,6
ISIC_0011322_segmentation,5
ISIC_0012455_segmentation,16
ISIC_0009981_segmentation,18
ISIC_0013106_segmentation,20
ISIC_0012945_segmentation,26
ISIC_0012094_segmentation,22
ISIC_0014578_segmentation,7
ISIC_0014640_segmentation,55
ISIC_0012173_segmentation,28
ISIC_0000546_segmentation,45
ISIC_0006021_segmentation,4
ISIC_0014324_segmentation,9
ISIC_0010856_segmentation,29
ISIC_0014716_segmentation,5
ISIC_0012772_segmentation,40
ISIC_0010006_segmentation,4
ISIC_0013789_segmentation,21
ISIC_0000495_segmentation,17
ISIC_0012284_segmentation,51
ISIC_0001148_segmentation,78
ISIC_0011121_segmentation,4
ISIC_0012976_segmentation,17
ISIC_0014080_segmentation,24
ISIC_0010192_segmentation,3
ISIC_0000519_segmentation,7
ISIC_0010602_segmentation,8
ISIC_0014173_segmentation,299
ISIC_0000342_segmentation,3
ISIC_0000505_segmentation,28
ISIC_0009977_segmentation,3
ISIC_0014190_segmentation,129
ISIC_0011306_segmentation,22
ISIC_0000203_segmentation,7
ISIC_0000220_segmentation,7
ISIC_0011361_segmentation,4
ISIC_0014651_segmentation,39
ISIC_0009252_segmentation,32
ISIC_0009994_segmentation,22
ISIC_0002976_segmentation,57
ISIC_0000222_segmentation,39
ISIC_0013365_segmentation,47
ISIC_0012182_segmentation,11
ISIC_0010336_segmentation,5
ISIC_0013996_segmentation,3
ISIC_0014782_segmentation,27
ISIC_0009870_segmentation,3
ISIC_0000113_segmentation,6
ISIC_0000119_segmentation,73
ISIC_0012987_segmentation,25
ISIC_0013040_segmentation,41
ISIC_0014804_segmentation,74
ISIC_0012233_segmentation,25
ISIC_0009880_segmentation,5
ISIC_0014571_segmentation,9
ISIC_0012676_segmentation,21
ISIC_0000006_segmentation,21
ISIC_0013001_segmentation,4
ISIC_0008785_segmentation,3
ISIC_0013134_segmentation,4
ISIC_0004715_segmentation,3
ISIC_0000292_segmentation,7
ISIC_0012374_segmentation,42
ISIC_0014606_segmentation,90
ISIC_0000244_segmentation,27
ISIC_0011218_segmentation,3
ISIC_0009954_segmentation,3
ISIC_0009909_segmentation,5
ISIC_0013969_segmentation,39
ISIC_0012887_segmentation,16
ISIC_0012699_segmentation,4
ISIC_0011353_segmentation,16
ISIC_0000157_segmentation,8
ISIC_0010215_segmentation,3
ISIC_0009344_segmentation,7
ISIC_0014731_segmentation,196
ISIC_0013486_segmentation,24
ISIC_0012282_segmentation,39
ISIC_0000460_segmentation,32
ISIC_0012950_segmentation,43
ISIC_0013816_segmentation,16
ISIC_0013047_segmentation,31
ISIC_0012416_segmentation,7
ISIC_0012496_segmentation,35
ISIC_0013316_segmentation,76
ISIC_0009160_segmentation,4
ISIC_0011155_segmentation,5
ISIC_0014337_segmentation,40
ISIC_0013428_segmentation,64
ISIC_0000427_segmentation,58
ISIC_0000218_segmentation,3
ISIC_0012678_segmentation,29
ISIC_0013059_segmentation,50
ISIC_0010553_segmentation,33
ISIC_0010471_segmentation,14
ISIC_0010569_segmentation,6
ISIC_0013603_segmentation,25
ISIC_0000237_segmentation,5
ISIC_0000500_segmentation,5
ISIC_0013843_segmentation,9
ISIC_0012481_segmentation,44
ISIC_0010265_segmentation,19
ISIC_0013121_segmentation,34
ISIC_0001142_segmentation,12
ISIC_0008396_segmentation,3
ISIC_0013525_segmentation,45
ISIC_0015220_segmentation,48
ISIC_0010177_segmentation,15
ISIC_0011328_segmentation,32
ISIC_0000274_segmentation,3
ISIC_0010011_segmentation,5
ISIC_0010441_segmentation,3
ISIC_0012299_segmentation,58
ISIC_0011131_segmentation,35
ISIC_0014430_segmentation,62
ISIC_0014164_segmentation,31
ISIC_0011213_segmentation,4
ISIC_0010575_segmentation,19
ISIC_0013962_segmentation,15
ISIC_0013370_segmentation,7
ISIC_0012103_segmentation,27
ISIC_0012790_segmentation,3
ISIC_0014599_segmentation,43
ISIC_0014328_segmentation,6
ISIC_0014222_segmentation,5
ISIC_0012459_segmentation,8
ISIC_0012183_segmentation,40
ISIC_0000350_segmentation,6
ISIC_0010493_segmentation,48
ISIC_0014393_segmentation,3
ISIC_0013224_segmentation,22
ISIC_0000003_segmentation,26
ISIC_0014089_segmentation,60
ISIC_0013089_segmentation,5
ISIC_0010036_segmentation,26
ISIC_0000166_segmentation,25
ISIC_0008992_segmentation,6
ISIC_0011211_segmentation,29
ISIC_0013378_segmentation,3
ISIC_0000277_segmentation,4
ISIC_0002246_segmentation,4
ISIC_0014860_segmentation,8
ISIC_0009860_segmentation,24
ISIC_0013342_segmentation,18
ISIC_0013584_segmentation,8
ISIC_0010182_segmentation,11
ISIC_0010075_segmentation,3
ISIC_0010064_segmentation,26
ISIC_0014665_segmentation,46
ISIC_0000358_segmentation,3
ISIC_0013747_segmentation,12
ISIC_0012770_segmentation,18
ISIC_0000278_segmentation,3
ISIC_0000229_segmentation,11
ISIC_0002879_segmentation,3
ISIC_0000388_segmentation,5
ISIC_0009937_segmentation,3
ISIC_0000011_segmentation,22
ISIC_0000516_segmentation,6
ISIC_0013567_segmentation,4
ISIC_0010479_segmentation,3
ISIC_0013772_segmentation,20
ISIC_0000151_segmentation,5
ISIC_0000163_segmentation,6
ISIC_0014708_segmentation,66
ISIC_0009912_segmentation,3
ISIC_0000542_segmentation,32
ISIC_0013675_segmentation,36
ISIC_0012902_segmentation,11
ISIC_0012741_segmentation,24
ISIC_0014249_segmentation,59
ISIC_0013014_segmentation,16
ISIC_0009936_segmentation,3
ISIC_0001152_segmentation,9
ISIC_0009941_segmentation,33
ISIC_0000017_segmentation,40
ISIC_0000088_segmentation,81
ISIC_0012827_segmentation,28
ISIC_0002647_segmentation,56
ISIC_0012224_segmentation,4
ISIC_0013181_segmentation,7
ISIC_0013097_segmentation,50
ISIC_0010255_segmentation,8
ISIC_0000380_segmentation,8
ISIC_0012376_segmentation,11
ISIC_0012155_segmentation,3
ISIC_0013160_segmentation,5
ISIC_0012679_segmentation,14
ISIC_0006350_segmentation,5
ISIC_0013150_segmentation,36
ISIC_0012777_segmentation,18
ISIC_0000054_segmentation,52
ISIC_0011227_segmentation,7
ISIC_0014397_segmentation,55
ISIC_0011386_segmentation,7
ISIC_0000216_segmentation,31
ISIC_0014311_segmentation,76
ISIC_0010447_segmentation,19
ISIC_0011300_segmentation,3
ISIC_0000039_segmentation,38
ISIC_0013033_segmentation,79
ISIC_0009888_segmentation,35
ISIC_0012250_segmentation,20
ISIC_0013032_segmentation,20
ISIC_0012986_segmentation,4
ISIC_0013815_segmentation,30
ISIC_0014581_segmentation,12
ISIC_0000556_segmentation,39
ISIC_0013876_segmentation,85
ISIC_0010346_segmentation,3
ISIC_0013112_segmentation,36
ISIC_0012800_segmentation,5
ISIC_0001119_segmentation,4
ISIC_0000483_segmentation,29
ISIC_0012710_segmentation,14
ISIC_0014846_segmentation,81
ISIC_0009964_segmentation,15
ISIC_0014486_segmentation,18
ISIC_0010581_segmentation,28
ISIC_0012539_segmentation,17
ISIC_0013424_segmentation,3
ISIC_0013667_segmentation,36
ISIC_0014930_segmentation,38
ISIC_0013080_segmentation,3
ISIC_0011123_segmentation,37
ISIC_0009883_segmentation,37
ISIC_0000136_segmentation,10
ISIC_0010573_segmentation,7
ISIC_0010080_segmentation,17
ISIC_0000522_segmentation,34
ISIC_0010003_segmentation,5
ISIC_0000208_segmentation,3
ISIC_0000174_segmentation,4
ISIC_0000532_segmentation,30
ISIC_0002616_segmentation,3
ISIC_0013691_segmentation,58
ISIC_0009917_segmentation,27
ISIC_0009035_segmentation,3
ISIC_0009889_segmentation,24
ISIC_0000211_segmentation,3
ISIC_0000501_segmentation,25
ISIC_0000345_segmentation,3
ISIC_0000328_segmentation,4
ISIC_0000352_segmentation,3
ISIC_0000205_segmentation,3
ISIC_0014076_segmentation,68
ISIC_0000108_segmentation,51
ISIC_0000073_segmentation,26
ISIC_0015153_segmentation,9
ISIC_0010220_segmentation,16
ISIC_0010557_segmentation,26
ISIC_0000536_segmentation,7
ISIC_0008029_segmentation,6
ISIC_0014120_segmentation,36
ISIC_0012768_segmentation,8
ISIC_0000103_segmentation,6
ISIC_0000463_segmentation,6
ISIC_0014308_segmentation,36
ISIC_0014849_segmentation,90
ISIC_0000013_segmentation,47
ISIC_0013490_segmentation,52
ISIC_0013670_segmentation,53
ISIC_0013390_segmentation,34
ISIC_0013599_segmentation,17
ISIC_0010861_segmentation,16
ISIC_0013438_segmentation,45
ISIC_0014074_segmentation,3
ISIC_0000371_segmentation,4
ISIC_0013936_segmentation,20
ISIC_0012232_segmentation,20
ISIC_0014585_segmentation,20
ISIC_0000314_segmentation,16
ISIC_0012141_segmentation,20
ISIC_0014850_segmentation,7
ISIC_0000002_segmentation,35
ISIC_0013742_segmentation,15
ISIC_0014692_segmentation,27
ISIC_0013592_segmentation,16
ISIC_0012957_segmentation,3
ISIC_0014289_segmentation,82
ISIC_0011338_segmentation,3
ISIC_0013749_segmentation,28
ISIC_0010444_segmentation,13
ISIC_0012089_segmentation,4
ISIC_0000290_segmentation,7
ISIC_0012949_segmentation,10
ISIC_0011402_segmentation,3
ISIC_0000145_segmentation,54
ISIC_0012212_segmentation,23
ISIC_0000332_segmentation,17
ISIC_0000307_segmentation,0
ISIC_0012952_segmentation,41
ISIC_0014187_segmentation,5
ISIC_0012406_segmentation,16
ISIC_0012259_segmentation,33
ISIC_0002439_segmentation,50
ISIC_0000320_segmentation,5
ISIC_0013192_segmentation,18
ISIC_0011397_segmentation,4
ISIC_0000376_segmentation,4
ISIC_0014723_segmentation,66
ISIC_0010461_segmentation,27
ISIC_0013497_segmentation,22
ISIC_0010042_segmentation,3
ISIC_0010367_segmentation,4
ISIC_0013606_segmentation,22
ISIC_0012334_segmentation,34
ISIC_0010257_segmentation,4
ISIC_0012700_segmentation,80
ISIC_0011219_segmentation,25
ISIC_0013007_segmentation,61
ISIC_0010488_segmentation,6
ISIC_0011212_segmentation,4
ISIC_0000498_segmentation,4
ISIC_0014702_segmentation,3
ISIC_0010492_segmentation,5
ISIC_0000434_segmentation,4
ISIC_0009896_segmentation,5
ISIC_0014821_segmentation,57
ISIC_0014185_segmentation,27
ISIC_0009939_segmentation,33
ISIC_0012452_segmentation,20
ISIC_0014537_segmentation,9
ISIC_0000169_segmentation,9
ISIC_0012661_segmentation,4
ISIC_0009923_segmentation,31
ISIC_0013480_segmentation,20
ISIC_0013304_segmentation,5
ISIC_0010593_segmentation,3
ISIC_0013155_segmentation,10
ISIC_0014073_segmentation,330
ISIC_0011324_segmentation,20
ISIC_0012311_segmentation,5
ISIC_0013136_segmentation,33
ISIC_0000445_segmentation,7
ISIC_0013243_segmentation,3
ISIC_0013803_segmentation,17
ISIC_0010443_segmentation,30
ISIC_0000551_segmentation,32
ISIC_0012697_segmentation,19
ISIC_0000900_segmentation,5
ISIC_0014770_segmentation,40
ISIC_0013961_segmentation,4
ISIC_0010570_segmentation,5
ISIC_0000269_segmentation,17
ISIC_0000075_segmentation,38
ISIC_0000391_segmentation,7
ISIC_0014763_segmentation,6
ISIC_0009935_segmentation,3
ISIC_0014570_segmentation,101
ISIC_0009955_segmentation,5
ISIC_0009891_segmentation,23
ISIC_0000209_segmentation,5
ISIC_0012981_segmentation,60
ISIC_0011118_segmentation,20
ISIC_0000338_segmentation,18
ISIC_0012342_segmentation,4
ISIC_0009881_segmentation,26
ISIC_0012662_segmentation,4
ISIC_0009918_segmentation,5
ISIC_0000185_segmentation,25
ISIC_0009533_segmentation,73
ISIC_0014469_segmentation,22
ISIC_0010379_segmentation,4
ISIC_0000439_segmentation,5
ISIC_0013684_segmentation,4
ISIC_0014715_segmentation,14
ISIC_0000298_segmentation,18
ISIC_0002673_segmentation,4
ISIC_0010490_segmentation,5
ISIC_0014366_segmentation,50
ISIC_0012415_segmentation,5
ISIC_0014915_segmentation,85
ISIC_0003346_segmentation,60
ISIC_0013056_segmentation,5
ISIC_0014272_segmentation,5
ISIC_0011333_segmentation,43
ISIC_0013804_segmentation,20
ISIC_0013807_segmentation,8
ISIC_0012303_segmentation,17
ISIC_0003728_segmentation,50
ISIC_0000035_segmentation,62
ISIC_0000234_segmentation,3
ISIC_0012245_segmentation,22
ISIC_0010481_segmentation,23
ISIC_0012433_segmentation,7
ISIC_0013933_segmentation,7
ISIC_0000043_segmentation,10
ISIC_0014473_segmentation,14
ISIC_0014694_segmentation,62
ISIC_0010028_segmentation,23
ISIC_0000409_segmentation,50
ISIC_0014745_segmentation,59
ISIC_0012814_segmentation,35
ISIC_0012333_segmentation,13
ISIC_0012235_segmentation,15
ISIC_0010318_segmentation,22
ISIC_0012156_segmentation,14
ISIC_0011305_segmentation,27
ISIC_0000442_segmentation,3
ISIC_0014331_segmentation,7
ISIC_0010040_segmentation,3
ISIC_0010267_segmentation,6
ISIC_0000124_segmentation,63
ISIC_0014132_segmentation,4
ISIC_0000330_segmentation,6
ISIC_0000264_segmentation,7
ISIC_0012108_segmentation,43
ISIC_0000255_segmentation,22
ISIC_0012823_segmentation,12
ISIC_0000383_segmentation,69
ISIC_0010262_segmentation,15
ISIC_0000361_segmentation,10
ISIC_0014504_segmentation,40
ISIC_0014114_segmentation,3
ISIC_0000236_segmentation,28
ISIC_0014642_segmentation,62
ISIC_0000128_segmentation,45
ISIC_0014625_segmentation,179
ISIC_0014346_segmentation,15
ISIC_0014830_segmentation,9
ISIC_0013498_segmentation,19
ISIC_0014726_segmentation,20
ISIC_0009973_segmentation,32
ISIC_0014066_segmentation,22
ISIC_0013805_segmentation,6
ISIC_0013558_segmentation,3
ISIC_0013302_segmentation,54
ISIC_0010603_segmentation,5
ISIC_0010472_segmentation,10
ISIC_0012379_segmentation,37
ISIC_0000382_segmentation,8
ISIC_0011157_segmentation,26
ISIC_0000372_segmentation,3
ISIC_0000116_segmentation,7
ISIC_0000370_segmentation,3
ISIC_0000288_segmentation,7
ISIC_0009950_segmentation,3
ISIC_0009298_segmentation,4
ISIC_0001100_segmentation,5
ISIC_0014617_segmentation,8
ISIC_0014680_segmentation,38
ISIC_0000078_segmentation,35
ISIC_0012105_segmentation,24
ISIC_0014797_segmentation,137
ISIC_0009929_segmentation,9
ISIC_0014855_segmentation,60
ISIC_0012309_segmentation,24
ISIC_0014453_segmentation,22
ISIC_0000492_segmentation,23
ISIC_0000540_segmentation,40
ISIC_0010857_segmentation,4
ISIC_0009914_segmentation,36
ISIC_0010848_segmentation,3
ISIC_0010029_segmentation,5
ISIC_0012969_segmentation,3
ISIC_0012966_segmentation,37
ISIC_0000015_segmentation,44
ISIC_0013671_segmentation,53
ISIC_0009911_segmentation,3
ISIC_0011089_segmentation,3
ISIC_0002836_segmentation,3
ISIC_0000023_segmentation,42
ISIC_0012090_segmentation,7
ISIC_0000063_segmentation,65
ISIC_0013217_segmentation,29
ISIC_0014838_segmentation,83
ISIC_0000496_segmentation,28
ISIC_0013523_segmentation,26
ISIC_0013114_segmentation,3
ISIC_0009897_segmentation,39
ISIC_0014422_segmentation,79
ISIC_0009875_segmentation,8
ISIC_0013983_segmentation,23
ISIC_0010364_segmentation,29
ISIC_0015260_segmentation,45
ISIC_0002459_segmentation,3
ISIC_0000130_segmentation,8
ISIC_0013065_segmentation,54
ISIC_0000508_segmentation,21
ISIC_0011171_segmentation,24
ISIC_0000344_segmentation,6
ISIC_0013596_segmentation,5
ISIC_0000351_segmentation,4
ISIC_0010852_segmentation,17
ISIC_0008145_segmentation,40
ISIC_0000364_segmentation,13
ISIC_0002251_segmentation,3
ISIC_0010059_segmentation,13
ISIC_0014045_segmentation,4
ISIC_0012442_segmentation,16
ISIC_0002806_segmentation,150
ISIC_0012382_segmentation,38
ISIC_0008507_segmentation,59
ISIC_0015204_segmentation,63
ISIC_0000256_segmentation,24
ISIC_0002206_segmentation,3
ISIC_0010340_segmentation,35
ISIC_0012709_segmentation,104
ISIC_0012097_segmentation,30
ISIC_0013315_segmentation,5
ISIC_0014823_segmentation,42
ISIC_0012549_segmentation,27
ISIC_0012844_segmentation,43
ISIC_0013087_segmentation,102
ISIC_0014131_segmentation,7
ISIC_0012390_segmentation,5
ISIC_0009901_segmentation,36
ISIC_0014898_segmentation,82
ISIC_0001960_segmentation,56
ISIC_0010370_segmentation,3
ISIC_0013306_segmentation,3
ISIC_0014229_segmentation,33
ISIC_0000444_segmentation,51
ISIC_0014149_segmentation,5
ISIC_0011144_segmentation,4
ISIC_0002871_segmentation,3
ISIC_0010863_segmentation,46
ISIC_0013434_segmentation,131
ISIC_0014189_segmentation,5
ISIC_0010584_segmentation,3
ISIC_0000453_segmentation,100
ISIC_0009956_segmentation,19
ISIC_0014535_segmentation,40
ISIC_0010463_segmentation,5
ISIC_0000099_segmentation,3
ISIC_0011327_segmentation,10
ISIC_0000504_segmentation,6
ISIC_0014013_segmentation,57
ISIC_0014714_segmentation,59
ISIC_0000259_segmentation,3
ISIC_0000397_segmentation,12
ISIC_0000138_segmentation,3
ISIC_0010473_segmentation,54
ISIC_0012655_segmentation,15
ISIC_0012855_segmentation,28
ISIC_0010357_segmentation,6
ISIC_0012845_segmentation,40
ISIC_0010382_segmentation,3
ISIC_0009930_segmentation,10
ISIC_0000162_segmentation,7
ISIC_0014543_segmentation,40
ISIC_0013023_segmentation,10
ISIC_0012675_segmentation,16
ISIC_0000518_segmentation,5
ISIC_0000506_segmentation,4
ISIC_0010078_segmentation,5
ISIC_0012260_segmentation,25
ISIC_0000471_segmentation,20
ISIC_0014156_segmentation,135
ISIC_0009583_segmentation,5
ISIC_0014432_segmentation,5
ISIC_0013621_segmentation,50
ISIC_0013355_segmentation,7
ISIC_0010044_segmentation,7
ISIC_0011363_segmentation,3
ISIC_0000008_segmentation,42
ISIC_0006193_segmentation,3
ISIC_0010244_segmentation,6
ISIC_0014778_segmentation,36
ISIC_0014518_segmentation,3
ISIC_0014707_segmentation,45
ISIC_0009949_segmentation,24
ISIC_0013201_segmentation,3
ISIC_0012298_segmentation,26
ISIC_0010606_segmentation,25
ISIC_0014682_segmentation,77
ISIC_0012263_segmentation,4
ISIC_0010590_segmentation,18
ISIC_0014788_segmentation,330
ISIC_0014667_segmentation,61
ISIC_0014263_segmentation,13
ISIC_0013980_segmentation,26
ISIC_0012877_segmentation,3
ISIC_0010206_segmentation,10
ISIC_0000381_segmentation,10
ISIC_0014621_segmentation,6
ISIC_0013796_segmentation,17
ISIC_0010021_segmentation,3
ISIC_0014612_segmentation,30
ISIC_0009933_segmentation,3
ISIC_0012735_segmentation,27
ISIC_0013287_segmentation,22
ISIC_0010233_segmentation,3
ISIC_0000420_segmentation,22
ISIC_0000009_segmentation,36
ISIC_0009905_segmentation,33
ISIC_0014654_segmentation,180
ISIC_0000161_segmentation,6
ISIC_0013740_segmentation,4
ISIC_0000042_segmentation,6
ISIC_0013682_segmentation,42
ISIC_0013140_segmentation,19
ISIC_0013034_segmentation,9
ISIC_0013124_segmentation,3
ISIC_0012135_segmentation,65
ISIC_0010371_segmentation,40
ISIC_0000346_segmentation,5
ISIC_0000186_segmentation,3
ISIC_0013706_segmentation,7
ISIC_0000030_segmentation,12
ISIC_0000457_segmentation,46
ISIC_0010342_segmentation,3
ISIC_0000268_segmentation,4
ISIC_0014480_segmentation,7
ISIC_0013719_segmentation,38
ISIC_0013333_segmentation,30
ISIC_0000316_segmentation,4
ISIC_0000245_segmentation,3
ISIC_0011161_segmentation,3
ISIC_0000243_segmentation,29
ISIC_0014046_segmentation,13
ISIC_0013037_segmentation,27
ISIC_0010193_segmentation,3
ISIC_0013685_segmentation,3
ISIC_0012835_segmentation,9
ISIC_0011349_segmentation,4
ISIC_0010591_segmentation,36
ISIC_0000026_segmentation,6
ISIC_0004115_segmentation,4
ISIC_0014545_segmentation,16
ISIC_0010205_segmentation,22
ISIC_0000385_segmentation,115
ISIC_0014554_segmentation,57
ISIC_0010474_segmentation,13
ISIC_0013762_segmentation,4
ISIC_0008552_segmentation,47
ISIC_0015082_segmentation,76
ISIC_0013819_segmentation,23
ISIC_0012475_segmentation,6
ISIC_0010566_segmentation,5
ISIC_0013430_segmentation,43
ISIC_0015190_segmentation,43
ISIC_0000476_segmentation,47
ISIC_0013084_segmentation,33
ISIC_0000354_segmentation,33
ISIC_0015233_segmentation,6
ISIC_0011345_segmentation,17
ISIC_0010088_segmentation,17
ISIC_0000172_segmentation,38
ISIC_0012696_segmentation,7
