ID,i
ISIC_0014714,4
ISIC_0013365,4
ISIC_0013573,4
ISIC_0012459,1
ISIC_0010368,5
ISIC_0009930,6
ISIC_0013112,3
ISIC_0011326,4
ISIC_0014577,2
ISIC_0012768,3
ISIC_0000365,5
ISIC_0014715,5
ISIC_0010032,6
ISIC_0009965,4
ISIC_0014317,4
ISIC_0011098,6
ISIC_0000220,4
ISIC_0013691,4
ISIC_0000281,6
ISIC_0012523,5
ISIC_0014851,5
ISIC_0013330,5
ISIC_0013395,4
ISIC_0011306,5
ISIC_0011217,6
ISIC_0012719,5
ISIC_0009976,2
ISIC_0002836,5
ISIC_0011310,4
ISIC_0000292,4
ISIC_0000239,6
ISIC_0000128,5
ISIC_0000202,5
ISIC_0015158,5
ISIC_0009979,4
ISIC_0011339,6
ISIC_0014061,5
ISIC_0012489,5
ISIC_0013579,3
ISIC_0014696,5
ISIC_0000109,5
ISIC_0000533,5
ISIC_0014073,6
ISIC_0000152,5
ISIC_0014831,5
ISIC_0000211,6
ISIC_0013742,1
ISIC_0010379,3
ISIC_0000063,6
ISIC_0000000,6
ISIC_0009883,6
ISIC_0011327,5
ISIC_0000364,5
ISIC_0012710,5
ISIC_0012773,5
ISIC_0012506,5
ISIC_0013430,5
ISIC_0000095,5
ISIC_0012455,5
ISIC_0013037,6
ISIC_0000231,5
ISIC_0013802,5
ISIC_0013370,3
ISIC_0013967,4
ISIC_0013197,5
ISIC_0014537,2
ISIC_0013160,4
ISIC_0011219,6
ISIC_0013874,4
ISIC_0000519,5
ISIC_0012826,2
ISIC_0008998,5
ISIC_0014253,5
ISIC_0009897,6
ISIC_0014606,6
ISIC_0013807,5
ISIC_0013775,5
ISIC_0012653,5
ISIC_0013817,4
ISIC_0010262,6
ISIC_0013983,5
ISIC_0013487,5
ISIC_0010025,6
ISIC_0010595,4
ISIC_0000410,5
ISIC_0012173,4
ISIC_0012298,3
ISIC_0000077,3
ISIC_0012756,5
ISIC_0000466,5
ISIC_0012966,2
ISIC_0010607,4
ISIC_0011169,6
ISIC_0002251,5
ISIC_0014029,5
ISIC_0000092,4
ISIC_0003308,4
ISIC_0002374,4
ISIC_0014149,4
ISIC_0013568,5
ISIC_0013249,5
ISIC_0000203,4
ISIC_0013918,5
ISIC_0013056,3
ISIC_0010460,5
ISIC_0011382,6
ISIC_0012175,5
ISIC_0009344,5
ISIC_0012250,4
ISIC_0010596,6
ISIC_0012877,2
ISIC_0009297,5
ISIC_0012329,4
ISIC_0000219,5
ISIC_0010342,5
ISIC_0012294,3
ISIC_0000105,5
ISIC_0013236,4
ISIC_0011159,6
ISIC_0014545,5
ISIC_0011158,3
ISIC_0012677,5
ISIC_0010063,3
ISIC_0000289,5
ISIC_0000038,6
ISIC_0014328,2
ISIC_0012281,5
ISIC_0009564,4
ISIC_0010327,2
ISIC_0011229,4
ISIC_0010463,6
ISIC_0012696,4
ISIC_0010586,6
ISIC_0009933,6
ISIC_0014819,5
ISIC_0000254,6
ISIC_0014074,4
ISIC_0011223,5
ISIC_0014518,5
ISIC_0015112,6
ISIC_0000488,5
ISIC_0000026,5
ISIC_0010587,6
ISIC_0013762,3
ISIC_0012664,4
ISIC_0012940,3
ISIC_0009991,6
ISIC_0014683,5
ISIC_0012453,4
ISIC_0012205,5
ISIC_0013134,2
ISIC_0012709,5
ISIC_0013014,5
ISIC_0000055,6
ISIC_0012413,6
ISIC_0015166,4
ISIC_0011127,6
ISIC_0010070,5
ISIC_0010061,5
ISIC_0013178,4
ISIC_0012520,5
ISIC_0012806,1
ISIC_0000049,6
ISIC_0000261,5
ISIC_0011397,6
ISIC_0010194,6
ISIC_0014836,6
ISIC_0010566,5
ISIC_0000057,5
ISIC_0014903,5
ISIC_0013706,3
ISIC_0014640,4
ISIC_0014855,6
ISIC_0013087,6
ISIC_0014849,4
ISIC_0000108,5
ISIC_0010474,6
ISIC_0013106,5
ISIC_0011130,4
ISIC_0013027,3
ISIC_0000042,6
ISIC_0010006,6
ISIC_0010254,2
ISIC_0004346,3
ISIC_0000118,5
ISIC_0012792,5
ISIC_0010005,5
ISIC_0000222,6
ISIC_0000146,6
ISIC_0012511,5
ISIC_0014785,5
ISIC_0000449,5
ISIC_0010326,5
ISIC_0008280,4
ISIC_0014341,6
ISIC_0000295,5
ISIC_0009946,3
ISIC_0012672,5
ISIC_0012164,5
ISIC_0014394,5
ISIC_0000503,5
ISIC_0000089,5
ISIC_0012777,5
ISIC_0014501,5
ISIC_0014929,5
ISIC_0012663,6
ISIC_0000332,6
ISIC_0010193,2
ISIC_0013606,4
ISIC_0013695,5
ISIC_0014869,5
ISIC_0013798,5
ISIC_0014441,4
ISIC_0006776,3
ISIC_0015005,4
ISIC_0010256,5
ISIC_0009860,5
ISIC_0011136,4
ISIC_0014286,5
ISIC_0014745,5
ISIC_0000395,5
ISIC_0000116,5
ISIC_0010184,5
ISIC_0000372,3
ISIC_0010333,6
ISIC_0000506,6
ISIC_0012957,1
ISIC_0000882,4
ISIC_0012334,4
ISIC_0013140,5
ISIC_0014569,5
ISIC_0001102,5
ISIC_0000348,6
ISIC_0000135,6
ISIC_0013346,4
ISIC_0014684,5
ISIC_0010185,5
ISIC_0013024,5
ISIC_0000434,5
ISIC_0010554,1
ISIC_0000181,6
ISIC_0000408,6
ISIC_0000520,3
ISIC_0012851,3
ISIC_0009871,5
ISIC_0013258,5
ISIC_0012833,5
ISIC_0014526,1
ISIC_0000250,3
ISIC_0000509,5
ISIC_0000507,5
ISIC_0009035,4
ISIC_0010575,6
ISIC_0009298,4
ISIC_0000206,5
ISIC_0014504,4
ISIC_0013092,5
ISIC_0014632,2
ISIC_0000552,5
ISIC_0000047,6
ISIC_0014515,3
ISIC_0000010,5
ISIC_0000345,4
ISIC_0010044,6
ISIC_0000143,6
ISIC_0013329,4
ISIC_0010455,3
ISIC_0006612,4
ISIC_0009931,6
ISIC_0000493,5
ISIC_0014983,6
ISIC_0000319,5
ISIC_0000397,6
ISIC_0012711,3
ISIC_0013689,5
ISIC_0013423,2
ISIC_0011143,5
ISIC_0014490,3
ISIC_0010093,3
ISIC_0000224,6
ISIC_0000214,6
ISIC_0014291,4
ISIC_0000188,3
ISIC_0013803,4
ISIC_0012342,4
ISIC_0014830,5
ISIC_0013031,5
ISIC_0010344,2
ISIC_0015032,5
ISIC_0010248,5
ISIC_0013995,5
ISIC_0013656,5
ISIC_0010443,6
ISIC_0013837,5
ISIC_0014925,5
ISIC_0013359,4
ISIC_0013933,5
ISIC_0014360,5
ISIC_0013558,6
ISIC_0013121,5
ISIC_0011146,5
ISIC_0000185,4
ISIC_0014594,6
ISIC_0013146,5
ISIC_0010081,5
ISIC_0000087,6
ISIC_0000357,5
ISIC_0000112,5
ISIC_0002246,5
ISIC_0013201,3
ISIC_0000342,6
ISIC_0000006,5
ISIC_0000258,6
ISIC_0000341,5
ISIC_0012155,4
ISIC_0011398,5
ISIC_0012442,5
ISIC_0000470,6
ISIC_0009915,1
ISIC_0009977,6
ISIC_0011145,5
ISIC_0009998,5
ISIC_0014032,5
ISIC_0008552,3
ISIC_0010452,3
ISIC_0010216,6
ISIC_0000322,5
ISIC_0000137,5
ISIC_0014661,5
ISIC_0013063,2
ISIC_0014365,5
ISIC_0010080,5
ISIC_0013474,4
ISIC_0013888,5
ISIC_0014385,2
ISIC_0009964,6
ISIC_0012666,5
ISIC_0013748,4
ISIC_0000451,6
ISIC_0000061,6
ISIC_0000524,6
ISIC_0010435,6
ISIC_0012105,5
ISIC_0013731,5
ISIC_0014525,5
ISIC_0013572,2
ISIC_0000433,5
ISIC_0000483,5
ISIC_0000439,5
ISIC_0014353,5
ISIC_0000028,6
ISIC_0000274,6
ISIC_0012845,6
ISIC_0014264,2
ISIC_0012237,3
ISIC_0000110,5
ISIC_0000409,6
ISIC_0013304,3
ISIC_0011210,6
ISIC_0013096,5
ISIC_0010066,6
ISIC_0000306,5
ISIC_0000549,5
ISIC_0012230,4
ISIC_0000543,5
ISIC_0004168,3
ISIC_0013584,4
ISIC_0014324,4
ISIC_0012360,5
ISIC_0013796,5
ISIC_0011338,5
ISIC_0013862,4
ISIC_0014735,6
ISIC_0010011,2
ISIC_0000343,4
ISIC_0000516,5
ISIC_0011167,4
ISIC_0012706,5
ISIC_0010585,5
ISIC_0000145,4
ISIC_0000900,3
ISIC_0000355,1
ISIC_0000201,6
ISIC_0014216,5
ISIC_0001128,5
ISIC_0015220,5
ISIC_0011144,4
ISIC_0013516,2
ISIC_0009881,6
ISIC_0012690,5
ISIC_0014860,5
ISIC_0011362,4
ISIC_0011124,5
ISIC_0013220,5
ISIC_0013765,5
ISIC_0014582,1
ISIC_0013927,5
ISIC_0011089,3
ISIC_0012680,6
ISIC_0012452,4
ISIC_0014430,6
ISIC_0012376,5
ISIC_0003346,4
ISIC_0000154,5
ISIC_0012487,4
ISIC_0011230,5
ISIC_0015044,5
ISIC_0011110,6
ISIC_0014682,5
ISIC_0008236,3
ISIC_0013456,5
ISIC_0000227,5
ISIC_0000003,6
ISIC_0011176,6
ISIC_0013398,5
ISIC_0012544,5
ISIC_0010598,5
ISIC_0000012,5
ISIC_0012772,3
ISIC_0014581,2
ISIC_0010574,5
ISIC_0013428,4
ISIC_0013712,4
ISIC_0014191,4
ISIC_0010173,5
ISIC_0014911,6
ISIC_0000299,5
ISIC_0013494,4
ISIC_0013789,5
ISIC_0012391,3
ISIC_0009932,6
ISIC_0014088,4
ISIC_0012278,4
ISIC_0013559,5
ISIC_0012804,6
ISIC_0014630,2
ISIC_0000213,5
ISIC_0009165,5
ISIC_0000545,6
ISIC_0010480,5
ISIC_0012177,5
ISIC_0010021,4
ISIC_0000179,4
ISIC_0014726,5
ISIC_0013808,5
ISIC_0010449,4
ISIC_0010029,1
ISIC_0010094,6
ISIC_0009870,6
ISIC_0000547,4
ISIC_0000458,5
ISIC_0014183,4
ISIC_0000130,6
ISIC_0014133,5
ISIC_0013048,4
ISIC_0014650,4
ISIC_0014825,6
ISIC_0014646,2
ISIC_0011305,4
ISIC_0000221,6
ISIC_0014890,5
ISIC_0014571,3
ISIC_0013682,3
ISIC_0012494,4
ISIC_0013861,4
ISIC_0010257,6
ISIC_0008294,4
ISIC_0013585,3
ISIC_0011333,6
ISIC_0000040,5
ISIC_0000252,5
ISIC_0014453,4
ISIC_0012351,5
ISIC_0000253,5
ISIC_0014469,1
ISIC_0000142,6
ISIC_0014458,5
ISIC_0010606,5
ISIC_0010212,6
ISIC_0000189,4
ISIC_0012217,4
ISIC_0014507,5
ISIC_0013635,4
ISIC_0014325,3
ISIC_0009921,3
ISIC_0012676,5
ISIC_0012416,2
ISIC_0000548,4
ISIC_0010573,6
ISIC_0000034,5
ISIC_0000022,6
ISIC_0014699,5
ISIC_0013972,4
ISIC_0000081,4
ISIC_0002806,3
ISIC_0014150,5
ISIC_0000378,5
ISIC_0010844,6
ISIC_0012339,5
ISIC_0014607,5
ISIC_0002206,3
ISIC_0011402,5
ISIC_0014083,3
ISIC_0000489,5
ISIC_0015168,5
ISIC_0011347,2
ISIC_0014026,5
ISIC_0012257,5
ISIC_0012665,5
ISIC_0014707,5
ISIC_0012172,4
ISIC_0013634,5
ISIC_0010337,3
ISIC_0010441,5
ISIC_0012679,5
ISIC_0013595,5
ISIC_0014805,5
ISIC_0011171,6
ISIC_0013526,6
ISIC_0014044,5
ISIC_0012741,5
ISIC_0013204,5
ISIC_0010102,1
ISIC_0009960,5
ISIC_0000125,5
ISIC_0010168,6
ISIC_0013844,5
ISIC_0013792,4
ISIC_0009956,5
ISIC_0008029,5
ISIC_0012338,5
ISIC_0014658,6
ISIC_0000293,6
ISIC_0000255,5
ISIC_0011165,3
ISIC_0011315,5
ISIC_0009935,6
ISIC_0013490,5
ISIC_0015079,5
ISIC_0013257,6
ISIC_0011132,6
ISIC_0013090,3
ISIC_0000107,5
ISIC_0011297,5
ISIC_0000132,4
ISIC_0012182,5
ISIC_0013921,4
ISIC_0013364,5
ISIC_0006193,5
ISIC_0013400,5
ISIC_0010846,5
ISIC_0015189,5
ISIC_0014821,5
ISIC_0013136,4
ISIC_0010087,5
ISIC_0000073,5
ISIC_0000463,6
ISIC_0014476,5
ISIC_0012865,2
ISIC_0000196,5
ISIC_0010192,6
ISIC_0000035,5
ISIC_0013676,5
ISIC_0000150,6
ISIC_0010261,5
ISIC_0000532,6
ISIC_0012232,5
ISIC_0014001,4
ISIC_0000019,6
ISIC_0014195,5
ISIC_0012879,5
ISIC_0015182,5
ISIC_0012526,5
ISIC_0007693,5
ISIC_0000360,4
ISIC_0000453,5
ISIC_0000310,5
ISIC_0000282,6
ISIC_0000155,6
ISIC_0013205,5
ISIC_0010591,4
ISIC_0009974,5
ISIC_0012211,5
ISIC_0011173,5
ISIC_0000260,4
ISIC_0000017,5
ISIC_0013118,5
ISIC_0000131,5
ISIC_0008347,2
ISIC_0010018,6
ISIC_0013688,4
ISIC_0000285,5
ISIC_0014742,6
ISIC_0013530,3
ISIC_0007038,4
ISIC_0010852,6
ISIC_0014711,5
ISIC_0013488,5
ISIC_0000338,6
ISIC_0000263,5
ISIC_0000177,5
ISIC_0010255,5
ISIC_0000320,4
ISIC_0000283,6
ISIC_0014272,2
ISIC_0012378,4
ISIC_0013980,5
ISIC_0000172,4
ISIC_0014834,4
ISIC_0010060,5
ISIC_0009936,6
ISIC_0010236,5
ISIC_0014174,5
ISIC_0013034,5
ISIC_0002871,5
ISIC_0010201,5
ISIC_0000265,5
ISIC_0011292,5
ISIC_0014273,2
ISIC_0000036,6
ISIC_0013969,4
ISIC_0009942,5
ISIC_0010202,6
ISIC_0013567,2
ISIC_0010191,5
ISIC_0014915,5
ISIC_0012460,5
ISIC_0012377,5
ISIC_0014185,5
ISIC_0008992,4
ISIC_0014579,3
ISIC_0010334,6
ISIC_0011303,6
ISIC_0012208,5
ISIC_0000066,6
ISIC_0012901,6
ISIC_0011163,5
ISIC_0014598,4
ISIC_0009938,3
ISIC_0013165,3
ISIC_0013275,5
ISIC_0012715,3
ISIC_0014132,3
ISIC_0014812,5
ISIC_0005620,4
ISIC_0013777,3
ISIC_0013581,4
ISIC_0014818,5
ISIC_0013680,1
ISIC_0013984,5
ISIC_0000052,4
ISIC_0010497,5
ISIC_0014225,4
ISIC_0012374,4
ISIC_0013403,4
ISIC_0000456,4
ISIC_0014920,5
ISIC_0000396,5
ISIC_0014311,5
ISIC_0010370,2
ISIC_0011227,2
ISIC_0010498,6
ISIC_0012187,5
ISIC_0013192,5
ISIC_0012268,5
ISIC_0000377,6
ISIC_0009912,6
ISIC_0012655,5
ISIC_0000328,1
ISIC_0010479,5
ISIC_0000317,5
ISIC_0010448,4
ISIC_0000380,6
ISIC_0010493,6
ISIC_0013493,4
ISIC_0012878,2
ISIC_0014410,5
ISIC_0004985,4
ISIC_0000163,6
ISIC_0000054,5
ISIC_0013772,5
ISIC_0009955,1
ISIC_0012495,4
ISIC_0012661,3
ISIC_0010227,3
ISIC_0012137,5
ISIC_0014850,5
ISIC_0014557,1
ISIC_0012464,5
ISIC_0000361,6
ISIC_0014782,5
ISIC_0013996,5
ISIC_0000510,6
ISIC_0000080,5
ISIC_0014913,5
ISIC_0012550,5
ISIC_0000059,6
ISIC_0012303,5
ISIC_0000500,5
ISIC_0003051,5
ISIC_0000431,6
ISIC_0000544,5
ISIC_0014028,5
ISIC_0013713,5
ISIC_0010336,3
ISIC_0009188,3
ISIC_0012233,4
ISIC_0000522,5
ISIC_0010220,3
ISIC_0000134,5
ISIC_0009758,2
ISIC_0012503,5
ISIC_0010186,3
ISIC_0014164,4
ISIC_0011099,6
ISIC_0014108,5
ISIC_0001119,5
ISIC_0000075,6
ISIC_0000215,5
ISIC_0000392,5
ISIC_0000326,6
ISIC_0014638,4
ISIC_0000268,5
ISIC_0000484,5
ISIC_0014082,4
ISIC_0013326,5
ISIC_0000264,2
ISIC_0013961,2
ISIC_0014685,5
ISIC_0013166,6
ISIC_0000051,6
ISIC_0011393,3
ISIC_0000233,3
ISIC_0000336,5
ISIC_0014131,5
ISIC_0012290,2
ISIC_0014366,5
ISIC_0010581,5
ISIC_0009884,5
ISIC_0009973,6
ISIC_0014337,4
ISIC_0014395,3
ISIC_0013922,5
ISIC_0010492,6
ISIC_0012905,5
ISIC_0000091,2
ISIC_0013437,4
ISIC_0000351,6
ISIC_0008256,4
ISIC_0000486,6
ISIC_0013001,2
ISIC_0010318,5
ISIC_0012469,3
ISIC_0006800,5
ISIC_0014642,2
ISIC_0000016,6
ISIC_0000403,5
ISIC_0014486,5
ISIC_0014891,6
ISIC_0013417,5
ISIC_0005639,5
ISIC_0013223,2
ISIC_0013865,5
ISIC_0004309,3
ISIC_0010582,5
ISIC_0000278,2
ISIC_0009891,5
ISIC_0013843,5
ISIC_0009962,5
ISIC_0013864,2
ISIC_0012117,5
ISIC_0014763,5
ISIC_0013500,4
ISIC_0013053,2
ISIC_0014692,5
ISIC_0009430,5
ISIC_0013747,4
ISIC_0008507,4
ISIC_0012150,5
ISIC_0010590,5
ISIC_0011344,1
ISIC_0010341,6
ISIC_0013489,5
ISIC_0014573,2
ISIC_0000190,6
ISIC_0014169,4
ISIC_0014092,5
ISIC_0000039,6
ISIC_0013970,5
ISIC_0013208,4
ISIC_0014904,3
ISIC_0014926,4
ISIC_0012740,5
ISIC_0000099,5
ISIC_0012108,4
ISIC_0013429,5
ISIC_0011215,5
ISIC_0005548,5
ISIC_0000436,5
ISIC_0011321,5
ISIC_0010475,5
ISIC_0009947,5
ISIC_0000529,5
ISIC_0009937,5
ISIC_0012990,5
ISIC_0013172,5
ISIC_0013044,5
ISIC_0013461,4
ISIC_0012697,5
ISIC_0010234,6
ISIC_0014144,4
ISIC_0013174,4
ISIC_0012844,5
ISIC_0010104,5
ISIC_0011123,6
ISIC_0000504,5
ISIC_0000460,5
ISIC_0012213,5
ISIC_0010015,5
ISIC_0013936,5
ISIC_0013801,5
ISIC_0014299,5
ISIC_0012982,4
ISIC_0012481,5
ISIC_0014179,2
ISIC_0012274,5
ISIC_0000482,5
ISIC_0000157,6
ISIC_0013334,2
ISIC_0013749,4
ISIC_0013120,3
ISIC_0014583,2
ISIC_0001118,6
ISIC_0008659,1
ISIC_0000186,5
ISIC_0013709,5
ISIC_0010589,6
ISIC_0010851,4
ISIC_0000495,6
ISIC_0010571,5
ISIC_0014702,4
ISIC_0012539,5
ISIC_0012381,5
ISIC_0013975,5
ISIC_0014346,5
ISIC_0010358,6
ISIC_0000476,6
ISIC_0002647,5
ISIC_0000011,5
ISIC_0000065,5
ISIC_0012521,5
ISIC_0013495,5
ISIC_0000085,5
ISIC_0014922,6
ISIC_0010241,3
ISIC_0013287,5
ISIC_0000393,5
ISIC_0014187,5
ISIC_0009504,4
ISIC_0012386,1
ISIC_0011118,4
ISIC_0000013,5
ISIC_0013080,2
ISIC_0000156,6
ISIC_0014527,3
ISIC_0000182,3
ISIC_0014625,3
ISIC_0010016,6
ISIC_0013235,5
ISIC_0000469,5
ISIC_0014778,5
ISIC_0011359,5
ISIC_0000174,6
ISIC_0000427,6
ISIC_0012309,5
ISIC_0000294,3
ISIC_0012682,5
ISIC_0000363,6
ISIC_0012324,5
ISIC_0013163,5
ISIC_0004715,1
ISIC_0010456,6
ISIC_0012260,4
ISIC_0013268,2
ISIC_0013007,5
ISIC_0013320,5
ISIC_0012999,6
ISIC_0000169,5
ISIC_0014823,5
ISIC_0014393,2
ISIC_0010020,6
ISIC_0013946,2
ISIC_0000119,5
ISIC_0007322,3
ISIC_0013553,5
ISIC_0011161,1
ISIC_0012704,2
ISIC_0000100,6
ISIC_0013059,2
ISIC_0013124,4
ISIC_0000232,4
ISIC_0012986,5
ISIC_0013819,2
ISIC_0012527,4
ISIC_0012811,4
ISIC_0014603,6
ISIC_0012939,5
ISIC_0011324,5
ISIC_0014263,5
ISIC_0000481,5
ISIC_0014031,5
ISIC_0013224,5
ISIC_0007760,5
ISIC_0000331,5
ISIC_0013173,5
ISIC_0014089,5
ISIC_0010244,6
ISIC_0000487,4
ISIC_0002107,5
ISIC_0012891,5
ISIC_0001100,5
ISIC_0013443,5
ISIC_0013294,5
ISIC_0000530,5
ISIC_0015204,5
ISIC_0005187,4
ISIC_0000064,5
ISIC_0000079,6
ISIC_0014794,5
ISIC_0012103,5
ISIC_0012214,2
ISIC_0011353,5
ISIC_0010356,6
ISIC_0000164,5
ISIC_0013896,5
ISIC_0011097,3
ISIC_0009160,4
ISIC_0011349,6
ISIC_0012332,5
ISIC_0009905,6
ISIC_0013177,4
ISIC_0000323,2
ISIC_0000311,4
ISIC_0014769,5
ISIC_0012263,5
ISIC_0010348,6
ISIC_0000082,5
ISIC_0011131,5
ISIC_0012673,5
ISIC_0000140,6
ISIC_0000290,6
ISIC_0011140,5
ISIC_0015110,5
ISIC_0000314,6
ISIC_0015260,5
ISIC_0014190,4
ISIC_0012828,2
ISIC_0012884,3
ISIC_0014502,3
ISIC_0009993,5
ISIC_0010584,4
ISIC_0014511,5
ISIC_0012359,4
ISIC_0013342,5
ISIC_0000078,6
ISIC_0012508,5
ISIC_0000386,5
ISIC_0014438,4
ISIC_0000151,5
ISIC_0000198,5
ISIC_0013458,5
ISIC_0012148,5
ISIC_0011384,5
ISIC_0008807,4
ISIC_0010075,5
ISIC_0013410,2
ISIC_0009880,5
ISIC_0012701,5
ISIC_0010206,6
ISIC_0010054,2
ISIC_0000098,4
ISIC_0009902,4
ISIC_0000053,6
ISIC_0010213,5
ISIC_0000030,6
ISIC_0012856,3
ISIC_0000223,4
ISIC_0000262,5
ISIC_0000491,5
ISIC_0000212,5
ISIC_0013155,5
ISIC_0009909,5
ISIC_0010180,3
ISIC_0013427,4
ISIC_0011336,5
ISIC_0010565,3
ISIC_0010856,1
ISIC_0011207,3
ISIC_0010182,5
ISIC_0010458,4
ISIC_0012669,1
ISIC_0014739,6
ISIC_0000018,6
ISIC_0014079,4
ISIC_0012156,5
ISIC_0012435,4
ISIC_0009911,5
ISIC_0013314,5
ISIC_0013355,4
ISIC_0014229,5
ISIC_0011317,5
ISIC_0010567,6
ISIC_0000276,6
ISIC_0010365,6
ISIC_0010552,5
ISIC_0012988,5
ISIC_0013719,5
ISIC_0000044,6
ISIC_0013310,3
ISIC_0000123,5
ISIC_0012888,5
ISIC_0013147,5
ISIC_0013958,3
ISIC_0014578,1
ISIC_0013316,4
ISIC_0000027,5
ISIC_0014397,5
ISIC_0009882,6
ISIC_0010558,5
ISIC_0010350,6
ISIC_0012478,4
ISIC_0012322,6
ISIC_0009919,4
ISIC_0000235,5
ISIC_0012496,5
ISIC_0009982,4
ISIC_0010267,2
ISIC_0000102,5
ISIC_0014919,5
ISIC_0012683,5
