ID,i,ii
ISIC_0000344,2,0.680526654307442
ISIC_0013799,2,0.788174627197701
ISIC_0002976,2,0.41876747124822894
ISIC_0010850,2,0.5772158143249783
ISIC_0014930,2,0.8068179724545906
ISIC_0012699,2,0.6981550520489095
ISIC_0014724,2,0.8478083746054741
ISIC_0002438,2,0.7060749776474704
ISIC_0010864,2,0.542094559283722
ISIC_0012179,2,0.4533575500731547
ISIC_0012788,2,0.5631314946031016
ISIC_0000161,2,0.755942338815267
ISIC_0013207,2,0.5683930543364386
ISIC_0000465,2,0.7434138706580211
ISIC_0000050,2,0.8430379289149221
ISIC_0000531,2,0.7805607849493199
ISIC_0015108,2,0.6401510644489028
ISIC_0001142,2,0.794731652141415
ISIC_0014802,2,0.7933088480329646
ISIC_0000244,2,0.7218961381533786
ISIC_0013597,2,0.7238462714835249
ISIC_0014166,2,0.7873858196948587
ISIC_0000094,2,0.6766412820214703
ISIC_0012282,2,0.6723929656367154
ISIC_0008541,2,0.7660384006089783
ISIC_0012744,2,0.6880001092388781
ISIC_0010231,2,0.7851919492965531
ISIC_0014613,2,0.44131471991517934
ISIC_0013039,1,0.9005758009255813
ISIC_0014779,2,0.6827902884730888
ISIC_0013525,2,0.5230852609647212
ISIC_0012325,2,0.6992050964032022
ISIC_0010077,2,0.8542610479528165
ISIC_0000517,0,0.9116622436670687
ISIC_0010064,2,0.7180098160428608
ISIC_0012678,2,0.7534638726668956
ISIC_0011386,2,0.6059231063814973
ISIC_0013089,2,0.569224760071605
ISIC_0012473,2,0.47519514764481496
ISIC_0000245,2,0.8088714718917658
ISIC_0000536,2,0.6246511391891206
ISIC_0014308,2,0.7796496191765383
ISIC_0000475,2,0.7436712919505191
ISIC_0010034,2,0.8738875744524297
ISIC_0009879,2,0.6855975568459735
ISIC_0010570,2,0.7009334880762887
ISIC_0000492,2,0.8895115989880364
ISIC_0013229,2,0.4277494338906826
ISIC_0013841,2,0.6579252874990686
ISIC_0010603,0,0.9471376971917222
ISIC_0009975,2,0.6124897752060107
ISIC_0013758,2,0.6086714122728618
ISIC_0014605,2,0.7324485549009496
ISIC_0014327,2,0.6988973386458623
ISIC_0014596,2,0.5023044287763636
ISIC_0000541,2,0.7904373299853527
ISIC_0000385,2,0.8366417097129493
ISIC_0009950,2,0.7918708820308433
ISIC_0010233,2,0.7347298288228419
ISIC_0013795,2,0.8011938583330673
ISIC_0015006,2,0.8802071757579076
ISIC_0014713,2,0.6080077033619348
ISIC_0012212,2,0.8035833412751359
ISIC_0003005,2,0.5062140267810905
ISIC_0014222,2,0.7571418004853476
ISIC_0013227,2,0.7601394723448218
ISIC_0010178,2,0.8491263407019487
ISIC_0012827,2,0.7865677649754523
ISIC_0012107,2,0.7518878587458885
ISIC_0000021,2,0.6579902886162109
ISIC_0013040,2,0.6325063276695504
ISIC_0014157,2,0.4407173519799268
ISIC_0010320,2,0.8792231145058695
ISIC_0015190,2,0.8185694734943297
ISIC_0000539,2,0.8348728274774584
ISIC_0012501,2,0.625466786657471
ISIC_0005666,2,0.4118235950335395
ISIC_0000113,2,0.8090502875003864
ISIC_0013212,2,0.6270795741998981
ISIC_0011083,2,0.6420074498337806
ISIC_0015295,2,0.8831064518533587
ISIC_0013365,2,0.85677038039102
ISIC_0013573,2,0.5052807950360205
ISIC_0012459,2,0.5614875201710082
ISIC_0010368,2,0.6748645041159398
ISIC_0009930,2,0.4735434843793977
ISIC_0013112,2,0.44762846004816026
ISIC_0011326,2,0.5600088307309437
ISIC_0014577,2,0.6158499143925318
ISIC_0012768,2,0.8092611815253766
ISIC_0000365,2,0.7547245901183408
ISIC_0014715,2,0.8096894745101362
ISIC_0010032,2,0.7136940824964728
ISIC_0009965,2,0.7179288720920233
ISIC_0014317,2,0.41849395630932396
ISIC_0011098,2,0.6795298379634187
ISIC_0000220,2,0.6180466180466181
ISIC_0013691,2,0.8164341005219292
ISIC_0000281,2,0.8092997839531862
ISIC_0012523,2,0.10943813738695402
ISIC_0014851,2,0.6474700897648418
ISIC_0013330,2,0.17961470687231473
ISIC_0013395,2,0.2675726924158227
ISIC_0011306,2,0.734378906192556
ISIC_0011217,2,0.7682825866985558
ISIC_0012719,2,0.8257440048231679
ISIC_0009976,2,0.8090527399837601
ISIC_0002836,2,0.45036938787274217
ISIC_0011310,2,0.8198189075831783
ISIC_0000292,2,0.8522737525940629
ISIC_0000239,2,0.8870419519839321
ISIC_0000128,2,0.8758040833802908
ISIC_0000202,2,0.8959290184396245
ISIC_0015158,2,0.5005162900432155
ISIC_0009979,2,0.8379342733760209
ISIC_0011339,2,0.6860659632173896
ISIC_0014061,2,0.508201860683293
ISIC_0012489,2,0.753183199008577
ISIC_0013579,2,0.7493840798898797
ISIC_0014696,2,0.8654212892647797
ISIC_0000109,2,0.7837214388984974
ISIC_0014073,2,0.682887692914923
ISIC_0000152,2,0.6840519552261071
ISIC_0014831,2,0.7804996162491341
ISIC_0000211,1,0.8993311976035447
ISIC_0013742,2,0.7804282192368157
ISIC_0010379,2,0.8026907210147158
ISIC_0000063,2,0.7478246078922868
ISIC_0000000,2,0.7645620509128002
ISIC_0009883,2,0.8721836618496326
ISIC_0011327,2,0.6156820914552903
ISIC_0000364,2,0.8463015186076306
ISIC_0012710,2,0.8632328262870135
ISIC_0012773,2,0.8113687007550018
ISIC_0012506,2,0.28682522652340414
ISIC_0013430,2,0.8522854819428178
ISIC_0000095,2,0.8118174519673147
ISIC_0012455,2,0.4048697742060382
ISIC_0013037,2,0.8697663863639229
ISIC_0000231,2,0.6816832087756418
ISIC_0013802,2,0.7341480306125132
ISIC_0013370,2,0.7062968520458399
ISIC_0013967,2,0.7857764364569104
ISIC_0013197,2,0.7393409115358411
ISIC_0014537,2,0.6257632376290678
ISIC_0013160,2,0.5178600373028696
ISIC_0011219,2,0.707770646699648
ISIC_0013874,2,0.7350189210689788
ISIC_0000519,0,0.902526535600901
ISIC_0012826,2,0.5070396481860172
ISIC_0008998,2,0.7006173672932138
ISIC_0014253,2,0.3264890124355381
ISIC_0009897,2,0.8339442362636573
ISIC_0014606,2,0.8634594047305697
ISIC_0013807,2,0.46878004019924846
ISIC_0013775,2,0.41674078601686493
ISIC_0012653,2,0.3815843044296468
ISIC_0013817,2,0.5490369493694904
ISIC_0010262,1,0.8970420662805052
ISIC_0013983,2,0.6940596811893053
ISIC_0013487,2,0.49970182035039745
ISIC_0010025,2,0.8078988047588815
ISIC_0010595,2,0.7048741523993313
ISIC_0000410,2,0.5805410905758567
ISIC_0012173,2,0.8429363296792035
ISIC_0012298,2,0.5498676220875672
ISIC_0000077,2,0.8708874339435719
ISIC_0012756,2,0.7331331906074352
ISIC_0000466,2,0.6766997476799567
ISIC_0012966,2,0.7862037351711493
ISIC_0010607,2,0.6004074574183309
ISIC_0011169,2,0.6106410696400681
ISIC_0002251,2,0.45036253774862833
ISIC_0014029,2,0.5219381432004766
ISIC_0000092,2,0.749375931233952
ISIC_0003308,2,0.6232759714368565
ISIC_0002374,2,0.4696607217630413
ISIC_0014149,2,0.4175881396394838
ISIC_0013568,2,0.701293661060802
ISIC_0013249,2,0.7681283378496739
ISIC_0013918,2,0.4231679913131344
ISIC_0013056,2,0.5831021426045389
ISIC_0010460,2,0.751239230923276
ISIC_0011382,2,0.7257844361412722
ISIC_0012175,2,0.5748860144487451
ISIC_0009344,2,0.6376254655910651
ISIC_0012250,2,0.435539674058242
ISIC_0010596,2,0.6760488760287388
ISIC_0012877,2,0.8708110183273164
ISIC_0009297,2,0.5941934520915979
ISIC_0012329,2,0.8344629822732013
ISIC_0000219,2,0.7440677652384529
ISIC_0010342,2,0.8138901992949883
ISIC_0012294,2,0.5649861565815286
ISIC_0000105,2,0.6312672755295706
ISIC_0013236,2,0.7628554380974193
ISIC_0011159,0,0.9229700338771762
ISIC_0014545,2,0.3316212929805072
ISIC_0011158,2,0.827423194908658
ISIC_0012677,2,0.762145618556701
ISIC_0010063,0,0.9522936752020396
ISIC_0000289,2,0.8910347868062396
ISIC_0000038,2,0.7616857744261006
ISIC_0014328,2,0.628864231301745
ISIC_0012281,2,0.8729210139648593
ISIC_0009564,2,0.2652335474016222
ISIC_0010327,2,0.8167131806177303
ISIC_0010463,2,0.6702207347581617
ISIC_0012696,2,0.8551686782521892
ISIC_0010586,2,0.5447070331882558
ISIC_0009933,1,0.8714145714023214
ISIC_0000254,2,0.8953115779722209
ISIC_0014074,2,0.2581441411380194
ISIC_0011223,2,0.7935984256526016
ISIC_0014518,2,0.44420134197105743
ISIC_0015112,2,0.6830167499029695
ISIC_0000488,2,0.7337254319888183
ISIC_0000026,2,0.710980100172699
ISIC_0010587,2,0.6364120730372674
ISIC_0013762,2,0.4987491135545093
ISIC_0012664,2,0.8077168792923514
ISIC_0012940,2,0.5615277673404975
ISIC_0009991,2,0.7031019142897401
ISIC_0014683,2,0.879836959299197
ISIC_0012453,2,0.38102177527515996
ISIC_0012205,2,0.7781510985744566
ISIC_0013134,2,0.4382772350165751
ISIC_0012709,2,0.5748045962334685
ISIC_0013014,2,0.7478427762260678
ISIC_0000055,2,0.7701638804701108
ISIC_0012413,2,0.5700256746172515
ISIC_0015166,2,0.796144233153472
ISIC_0011127,2,0.8559522031366691
ISIC_0010070,2,0.7248165381132311
ISIC_0010061,2,0.7376862928557109
ISIC_0013178,2,0.6722094435024052
ISIC_0012520,2,0.49557229986781987
ISIC_0012806,2,0.6557947717059456
ISIC_0000049,2,0.8153508925030658
ISIC_0000261,1,0.8890665630510806
ISIC_0011397,2,0.8402942883351743
ISIC_0010194,2,0.764260993442397
ISIC_0014836,1,0.8982703056458843
ISIC_0010566,2,0.6806222335397958
ISIC_0000057,2,0.5957294795810668
ISIC_0014903,2,0.5909470553111367
ISIC_0013706,2,0.859186757159053
ISIC_0014640,2,0.784832668099478
ISIC_0014855,2,0.5100869245500352
ISIC_0013087,2,0.7724017824689542
ISIC_0014849,2,0.6001864917391466
ISIC_0000108,2,0.7261341067667932
ISIC_0010474,2,0.6294060764863685
ISIC_0013106,2,0.8009624459895919
ISIC_0011130,2,0.6804217092484686
ISIC_0013027,2,0.17323163534005265
ISIC_0000042,2,0.8847150113455884
ISIC_0010006,2,0.6620375187073333
ISIC_0010254,2,0.6156165687986034
ISIC_0004346,2,0.43193017412860224
ISIC_0000118,2,0.637443044036951
ISIC_0012792,2,0.7020292317712531
ISIC_0010005,2,0.8053941927527295
ISIC_0000222,1,0.8971954506901504
ISIC_0000146,2,0.8499303328912688
ISIC_0012511,2,0.36110472669378046
ISIC_0014785,2,0.6845748515429027
ISIC_0000449,2,0.5006691082058075
ISIC_0010326,2,0.7383746342186168
ISIC_0008280,2,0.4476937003550244
ISIC_0014341,2,0.7153457799816263
ISIC_0000295,2,0.8421503754690101
ISIC_0009946,2,0.7984036495920861
ISIC_0012672,2,0.7582635288137641
ISIC_0012164,2,0.6541138327307294
ISIC_0014394,2,0.3813647599206274
ISIC_0000503,2,0.7922325114359031
ISIC_0000089,2,0.8175595813723594
ISIC_0012777,1,0.8752913562941109
ISIC_0014501,2,0.7471868465710054
ISIC_0014929,2,0.6884605648364868
ISIC_0012663,0,0.9201934400761733
ISIC_0000332,2,0.6248429970997282
ISIC_0010193,2,0.8051688740039724
ISIC_0013606,2,0.7536457149220284
ISIC_0013695,2,0.49544044433095713
ISIC_0014869,2,0.7849211694840224
ISIC_0013798,2,0.4980463662412087
ISIC_0014441,2,0.3053647225448751
ISIC_0006776,2,0.6385821434038179
ISIC_0015005,2,0.5295246611850889
ISIC_0010256,2,0.8133842778240146
ISIC_0009860,2,0.4333483186477252
ISIC_0011136,2,0.8380550352214864
ISIC_0014286,1,0.811000071002556
ISIC_0014745,2,0.7150147201094209
ISIC_0000395,2,0.6331830355421197
ISIC_0000116,2,0.7362033135727467
ISIC_0010184,2,0.4090389757240957
ISIC_0000372,2,0.6078282313240502
ISIC_0010333,2,0.5662897309055522
ISIC_0000506,1,0.893769000716775
ISIC_0012957,2,0.7391440056030939
ISIC_0000882,2,0.51347081626187
ISIC_0012334,2,0.5931490791809522
ISIC_0013140,2,0.2510548147091683
ISIC_0014569,2,0.6898460086014753
ISIC_0001102,2,0.8169251888033326
ISIC_0000348,2,0.8234173576669362
ISIC_0000135,2,0.8173211690958484
ISIC_0013346,2,0.7690839867025614
ISIC_0014684,2,0.7087553759103984
ISIC_0010185,2,0.7507707593623518
ISIC_0013024,2,0.8551510578590784
ISIC_0000434,2,0.7041695745433031
ISIC_0010554,2,0.6827143493580656
ISIC_0000181,2,0.4763844817648343
ISIC_0000408,2,0.8025028081170109
ISIC_0000520,2,0.6584045282075057
ISIC_0012851,2,0.6425375053579082
ISIC_0009871,2,0.7639249503271093
ISIC_0013258,2,0.6278412165346496
ISIC_0012833,2,0.35971938684435156
ISIC_0014526,2,0.7195137045933727
ISIC_0000250,2,0.8447212421400745
ISIC_0000509,2,0.8576584731355374
ISIC_0000507,2,0.6913788105166916
ISIC_0009035,2,0.5009636424881901
ISIC_0010575,2,0.6523788013352525
ISIC_0009298,2,0.30163828704182116
ISIC_0000206,2,0.7624149999655522
ISIC_0014504,2,0.8083823998442943
ISIC_0013092,2,0.6166806029997957
ISIC_0014632,2,0.7488607093322766
ISIC_0000552,2,0.8354756768743826
ISIC_0000047,2,0.7346179822053791
ISIC_0014515,2,0.8581428427063678
ISIC_0000010,2,0.6892466845011098
ISIC_0000345,2,0.6419143900188551
ISIC_0010044,2,0.45737308860581527
ISIC_0000143,2,0.6988491328303917
ISIC_0013329,1,0.5808914623400886
ISIC_0010455,2,0.7701558123285173
ISIC_0006612,2,0.5214592110762287
ISIC_0009931,2,0.8410510070550751
ISIC_0000493,2,0.7733050470852539
ISIC_0014983,2,0.6977328468567174
ISIC_0000319,2,0.8421759114883463
ISIC_0000397,2,0.7266230415807339
ISIC_0012711,2,0.8439166508328584
ISIC_0013689,2,0.8143719685413374
ISIC_0013423,2,0.8690615214425456
ISIC_0011143,2,0.01530565484373568
ISIC_0014490,2,0.4484333106456617
ISIC_0010093,2,0.8788881348263771
ISIC_0000224,1,0.904518020429679
ISIC_0000214,2,0.6043560211321849
ISIC_0014291,2,0.49405588839931314
ISIC_0000188,2,0.86525531964102
ISIC_0013803,2,0.7750110458877738
ISIC_0012342,2,0.609749047150015
ISIC_0014830,2,0.6321397191371987
ISIC_0013031,2,0.4471455650727022
ISIC_0010344,2,0.6835830678276571
ISIC_0015032,2,0.6266857349059876
ISIC_0010248,2,0.8194367109096795
ISIC_0013995,2,0.7275086196435072
ISIC_0013656,2,0.3651812688821752
ISIC_0010443,2,0.6958892837104919
ISIC_0013837,1,0.5062359607067423
ISIC_0014925,2,0.7202539797483286
ISIC_0013359,2,0.8062193998222513
ISIC_0013933,2,0.5171383854434236
ISIC_0014360,2,0.6004444880554595
ISIC_0013558,2,0.8477600180099054
ISIC_0013121,2,0.576434985155326
ISIC_0011146,2,0.7932544915820302
ISIC_0000185,2,0.6690137683586749
ISIC_0014594,0,0.937214861784931
ISIC_0013146,2,0.62344614106944
ISIC_0010081,2,0.8440316168118137
ISIC_0000087,2,0.6919096513880586
ISIC_0000357,2,0.817594387519616
ISIC_0000112,2,0.6864042348642299
ISIC_0002246,2,0.4301049478458775
ISIC_0013201,2,0.5401728478969401
ISIC_0000342,2,0.7480796327439663
ISIC_0000006,2,0.7432485890606044
ISIC_0000258,2,0.812350540821351
ISIC_0000341,2,0.6519797055312375
ISIC_0012155,2,0.5654692505001166
ISIC_0011398,2,0.8035353501528131
ISIC_0012442,0,0.9364720307809395
ISIC_0000470,2,0.8607983623336745
ISIC_0009915,2,0.7256685998732066
ISIC_0009977,2,0.8167251817432961
ISIC_0011145,2,0.7589516556633211
ISIC_0009998,2,0.7413363461179268
ISIC_0014032,2,0.3394881965165002
ISIC_0008552,2,0.4222286760774534
ISIC_0010452,2,0.839741023370174
ISIC_0010216,2,0.7504054240563108
ISIC_0000322,2,0.7797905853728505
ISIC_0000137,2,0.6713369457491937
ISIC_0014661,2,0.8865778682675749
ISIC_0013063,2,0.588654230525882
ISIC_0010080,2,0.8361556288902888
ISIC_0013474,2,0.7127857559512236
ISIC_0013888,2,0.6525626504849271
ISIC_0014385,2,0.8144541436828596
ISIC_0009964,2,0.5762124298631215
ISIC_0012666,2,0.8508559498956159
ISIC_0013748,2,0.8008286828710116
ISIC_0000451,2,0.6767513367067559
ISIC_0000061,2,0.8270316804962864
ISIC_0000524,2,0.6926812937167454
ISIC_0010435,2,0.5705582210037317
ISIC_0012105,2,0.7802998728547537
ISIC_0013731,2,0.6948679057524396
ISIC_0014525,2,0.605884421987016
ISIC_0013572,2,0.8587956390364022
ISIC_0000433,1,0.9009853853605656
ISIC_0000483,2,0.8634918686713716
ISIC_0000439,2,0.6009449672746989
ISIC_0014353,2,0.26390234780095545
ISIC_0000028,2,0.6788525146368898
ISIC_0000274,2,0.7459128692220394
ISIC_0012845,2,0.8868867062843224
ISIC_0014264,2,0.5348101583721316
ISIC_0012237,2,0.7533928398191554
ISIC_0000110,2,0.7614870532812612
ISIC_0000409,2,0.7878888969761668
ISIC_0013304,2,0.8347930687555645
ISIC_0011210,2,0.4072613243832529
ISIC_0013096,2,0.6264401559201611
ISIC_0010066,2,0.7248008598208061
ISIC_0000306,2,0.8093171855264136
ISIC_0000549,2,0.7291574270901834
ISIC_0012230,2,0.8216709855556409
ISIC_0000543,2,0.7761018056926093
ISIC_0004168,2,0.4289172436145598
ISIC_0013584,0,0.9276327285448651
ISIC_0014324,2,0.6991487633813932
ISIC_0012360,2,0.547430528001881
ISIC_0013796,2,0.7769753685883287
ISIC_0011338,2,0.7277274770436011
ISIC_0013862,2,0.7684888601388989
ISIC_0010011,2,0.7735134989013196
ISIC_0000343,2,0.5722103017397571
ISIC_0000516,2,0.735569388426498
ISIC_0011167,2,0.8850001788844764
ISIC_0012706,2,0.8026435793204085
ISIC_0010585,2,0.26466229091679017
ISIC_0000145,2,0.8733619495577863
ISIC_0000900,2,0.457516404070567
ISIC_0000355,2,0.7263936393102091
ISIC_0000201,2,0.8613861022844855
ISIC_0014216,2,0.7376588294926643
ISIC_0001128,2,0.6798213833854803
ISIC_0011144,2,0.6910315834521213
ISIC_0013516,2,0.34896073269235595
ISIC_0009881,2,0.779427860547737
ISIC_0012690,2,0.8861885024861287
ISIC_0014860,2,0.8272705987568729
ISIC_0011362,2,0.6494648298531536
ISIC_0011124,2,0.7918244698945458
ISIC_0013220,2,0.8174223997824095
ISIC_0013765,2,0.7634242255618424
ISIC_0014582,2,0.6985200344245777
ISIC_0013927,2,0.7331837460074968
ISIC_0011089,2,0.7605992755690748
ISIC_0012680,2,0.817462291912486
ISIC_0012452,2,0.6973872664337001
ISIC_0012376,2,0.685235192341898
ISIC_0003346,2,0.2725780958676565
ISIC_0000154,2,0.5777426748435854
ISIC_0012487,2,0.6971640985670604
ISIC_0011230,2,0.6886017313295185
ISIC_0015044,2,0.5058846333481672
ISIC_0011110,2,0.773104464176112
ISIC_0014682,2,0.841941103834992
ISIC_0008236,2,0.5881251512811352
ISIC_0013456,2,0.1453767390287427
ISIC_0000227,2,0.753089308122594
ISIC_0000003,2,0.7880523346649957
ISIC_0011176,2,0.7999038495921553
ISIC_0013398,2,0.2142690748141839
ISIC_0012544,2,0.44321851846439375
ISIC_0010598,2,0.6724034439421507
ISIC_0000012,2,0.7588332064723649
ISIC_0012772,2,0.41326016868818904
ISIC_0014581,2,0.6374417115616178
ISIC_0010574,2,0.5382144269909528
ISIC_0013428,2,0.7430634939632694
ISIC_0013712,2,0.1645787155242558
ISIC_0014191,2,0.6983095740855148
ISIC_0010173,2,0.5967762047268264
ISIC_0014911,2,0.8668616607707449
ISIC_0000299,0,0.9827926808734055
ISIC_0013494,2,0.8166756727547823
ISIC_0013789,2,0.5489339293917291
ISIC_0012391,2,0.586149273388239
ISIC_0009932,2,0.7281153426335738
ISIC_0014088,2,0.627169539596218
ISIC_0012278,2,0.665938793468696
ISIC_0013559,1,0.8436823129438215
ISIC_0012804,2,0.6216175212504583
ISIC_0014630,2,0.6084957272059943
ISIC_0000213,2,0.7149872825262407
ISIC_0009165,2,0.570339463313697
ISIC_0000545,0,0.9125082975531331
ISIC_0010480,2,0.8104677447400452
ISIC_0012177,2,0.6420294917906152
ISIC_0010021,2,0.817403020991816
ISIC_0000179,2,0.7335907562201355
ISIC_0014726,2,0.7703142492671211
ISIC_0013808,2,0.6289622623887827
ISIC_0010449,2,0.7384698150949789
ISIC_0010029,2,0.7332621487152691
ISIC_0010094,2,0.7812680162295635
ISIC_0009870,2,0.37875741554347553
ISIC_0000547,2,0.6837975243147657
ISIC_0000458,2,0.7487075525185009
ISIC_0014183,2,0.521712301583706
ISIC_0000130,2,0.8188023974856333
ISIC_0014133,2,0.8164598325954828
ISIC_0013048,2,0.6869591292408213
ISIC_0014650,2,0.8497462587682452
ISIC_0014825,2,0.7136016402043271
ISIC_0014646,2,0.683662901399753
ISIC_0011305,2,0.6390341114964542
ISIC_0000221,2,0.6611070606450344
ISIC_0014890,2,0.8875158088523005
ISIC_0014571,2,0.484656718776752
ISIC_0013682,2,0.7047392200938379
ISIC_0012494,2,0.43511083185694865
ISIC_0013861,2,0.645293013051142
ISIC_0010257,1,0.8857851002578583
ISIC_0008294,2,0.45631189148706
ISIC_0011333,2,0.7476312915144578
ISIC_0000040,2,0.7121058987555653
ISIC_0000252,2,0.8146962279902854
ISIC_0014453,2,0.750951183083091
ISIC_0012351,2,0.5233800731783875
ISIC_0000253,2,0.6445489525438222
ISIC_0014469,2,0.4717179283398085
ISIC_0000142,2,0.8665760741308999
ISIC_0014458,2,0.43801429232591527
ISIC_0010606,2,0.7927882080272726
ISIC_0010212,2,0.765383064235749
ISIC_0000189,2,0.8295363844139594
ISIC_0012217,2,0.6653880613498053
ISIC_0014507,2,0.5476457518853212
ISIC_0013635,2,0.6220968405255449
ISIC_0014325,2,0.8023642944460772
ISIC_0009921,1,0.8759043708515388
