ID,i,ii,iii
ISIC_0000154,2,1,1
ISIC_0000155,1,1,1
ISIC_0000156,1,2,0
ISIC_0000157,1,1,1
ISIC_0000159,1,1,2
ISIC_0000160,1,1,1
ISIC_0000161,2,1,2
ISIC_0000162,1,1,2
ISIC_0000163,1,2,2
ISIC_0000164,2,2,2
ISIC_0000165,0,2,1
ISIC_0000166,1,2,1
ISIC_0000167,1,1,1
ISIC_0000169,2,1,1
ISIC_0000171,0,2,1
ISIC_0000172,2,2,2
ISIC_0000174,2,2,2
ISIC_0000176,1,1,0
ISIC_0000177,1,2,1
ISIC_0000179,0,1,1
ISIC_0000181,0,0,0
ISIC_0000182,0,0,2
ISIC_0000184,1,0,2
ISIC_0000185,0,1,1
ISIC_0000186,0,2,0
ISIC_0000188,0,0,0
ISIC_0000189,0,1,1
ISIC_0000190,1,2,2
ISIC_0000191,1,2,1
ISIC_0000192,1,2,1
ISIC_0000193,2,2,1
ISIC_0000196,2,0,2
ISIC_0000197,1,1,2
ISIC_0000198,0,0,0
ISIC_0000199,0,0,0
ISIC_0000201,0,0,1
ISIC_0000202,0,0,1
ISIC_0000203,1,2,0
ISIC_0000204,0,2,2
ISIC_0000205,0,0,1
ISIC_0000206,2,2,2
ISIC_0000207,2,1,2
ISIC_0000208,2,0,0
ISIC_0000209,0,0,1
ISIC_0000211,2,0,0
ISIC_0000212,0,0,0
ISIC_0000213,2,1,1
ISIC_0000214,1,2,2
ISIC_0000215,1,2,1
ISIC_0000216,1,0,0
ISIC_0000217,2,2,2
ISIC_0000218,1,1,2
ISIC_0000219,2,2,2
ISIC_0000220,2,1,1
ISIC_0000221,1,0,1
ISIC_0000222,2,0,2
ISIC_0000223,1,1,2
ISIC_0000224,0,1,1
ISIC_0000225,1,0,0
ISIC_0000226,2,1,1
ISIC_0000227,1,0,0
ISIC_0000229,2,0,1
ISIC_0000231,1,0,1
ISIC_0000232,1,0,0
ISIC_0000233,1,0,1
ISIC_0000234,1,0,1
ISIC_0000235,2,2,1
ISIC_0000236,0,0,1
ISIC_0000237,0,2,0
ISIC_0000239,1,2,1
ISIC_0000240,1,1,1
ISIC_0000242,2,2,1
ISIC_0000243,1,0,1
ISIC_0000244,1,0,1
ISIC_0000245,2,2,2
ISIC_0000246,1,1,1
ISIC_0000247,0,0,0
ISIC_0000250,0,0,0
ISIC_0000251,1,1,1
ISIC_0000252,2,2,2
ISIC_0000253,1,2,2
ISIC_0000254,1,0,1
ISIC_0000255,1,1,1
ISIC_0000256,1,0,2
ISIC_0000258,2,1,1
ISIC_0000259,0,0,1
ISIC_0000260,1,2,1
ISIC_0000261,0,0,0
ISIC_0000262,2,1,1
ISIC_0000263,1,1,1
ISIC_0000264,2,1,0
ISIC_0000265,2,1,2
ISIC_0000268,1,0,1
ISIC_0000269,0,1,0
ISIC_0000274,2,2,2
ISIC_0000275,1,1,1
ISIC_0000276,2,1,0
ISIC_0000277,1,0,2
ISIC_0000278,1,2,1
ISIC_0000281,1,1,1
ISIC_0000282,2,2,1
ISIC_0000283,0,2,2
ISIC_0000285,2,2,2
ISIC_0000288,1,2,0
ISIC_0000289,1,2,2
ISIC_0000290,2,1,1
ISIC_0000292,1,0,2
ISIC_0000293,1,2,1
ISIC_0000294,2,2,2
ISIC_0000295,2,2,1
ISIC_0000297,0,0,1
ISIC_0000298,1,1,1
ISIC_0000299,1,1,1
ISIC_0000300,1,0,2
ISIC_0000301,1,2,2
ISIC_0000302,1,2,2
ISIC_0000303,2,2,0
ISIC_0000306,1,1,1
ISIC_0000307,1,2,0
ISIC_0000310,0,0,1
ISIC_0000311,1,2,1
ISIC_0000313,1,1,1
ISIC_0000314,1,0,0
ISIC_0000315,2,1,1
ISIC_0000316,2,1,2
ISIC_0000317,2,1,1
ISIC_0000319,1,2,1
ISIC_0000320,2,2,1
ISIC_0000321,1,1,2
ISIC_0000322,0,2,1
ISIC_0000323,0,0,2
ISIC_0000324,1,0,0
ISIC_0000325,0,2,1
ISIC_0000326,1,1,1
ISIC_0000327,1,1,1
ISIC_0000328,1,2,2
ISIC_0000329,2,1,1
ISIC_0000330,0,1,0
ISIC_0000331,1,0,1
ISIC_0000332,1,1,2
ISIC_0000336,2,1,1
ISIC_0000338,1,1,0
ISIC_0000340,0,1,2
ISIC_0000341,1,1,2
ISIC_0000342,1,1,2
ISIC_0000343,2,2,1
ISIC_0000344,2,2,2
ISIC_0000345,1,2,0
ISIC_0000346,1,2,1
ISIC_0000347,2,0,0
ISIC_0000348,0,1,2
ISIC_0000349,1,1,0
ISIC_0000350,2,1,2
ISIC_0000351,1,0,1
ISIC_0000352,1,1,1
ISIC_0000353,1,2,1
ISIC_0000354,1,0,2
ISIC_0000355,0,1,0
ISIC_0000357,1,1,2
ISIC_0000358,1,2,1
ISIC_0000359,1,2,1
ISIC_0000360,0,1,0
ISIC_0000361,1,1,2
ISIC_0000363,2,2,0
ISIC_0000364,1,0,1
ISIC_0000365,1,0,1
ISIC_0000366,1,1,1
ISIC_0000367,1,2,1
ISIC_0000368,2,0,1
ISIC_0000369,0,1,1
ISIC_0000370,2,1,2
ISIC_0000371,1,0,0
ISIC_0000372,2,1,2
ISIC_0000374,2,1,2
ISIC_0000376,1,2,1
ISIC_0000377,0,1,2
ISIC_0000378,1,1,1
ISIC_0000379,1,2,1
ISIC_0000380,1,0,2
ISIC_0000381,2,1,1
ISIC_0000382,2,0,1
ISIC_0000383,1,1,1
ISIC_0000384,1,0,2
ISIC_0000385,2,0,1
ISIC_0000386,0,1,1
ISIC_0000387,1,1,1
ISIC_0000388,0,0,0
ISIC_0000390,2,2,2
ISIC_0000391,1,2,1
ISIC_0000392,1,2,1
ISIC_0000393,2,1,2
ISIC_0000395,1,2,2
ISIC_0000396,2,1,2
ISIC_0000397,1,0,1
ISIC_0000403,2,2,1
ISIC_0000407,2,2,2
ISIC_0000408,1,1,1
ISIC_0000409,1,1,1
ISIC_0000410,2,2,1
ISIC_0000412,1,2,2
ISIC_0000413,2,2,2
ISIC_0000415,0,2,2
ISIC_0000416,2,1,1
ISIC_0000418,2,2,0
ISIC_0000419,2,1,0
ISIC_0000420,1,2,1
ISIC_0000421,2,2,1
ISIC_0000423,1,0,0
ISIC_0000425,1,1,1
ISIC_0000426,0,2,2
ISIC_0000427,2,1,1
ISIC_0000431,2,2,1
ISIC_0000433,2,2,2
ISIC_0000434,2,2,2
ISIC_0000436,2,1,2
ISIC_0000439,1,2,2
ISIC_0000442,1,2,2
ISIC_0000443,1,0,2
ISIC_0000444,2,2,1
ISIC_0000445,1,1,2
ISIC_0000447,1,1,1
ISIC_0000448,1,1,1
ISIC_0000449,1,1,1
ISIC_0000451,1,0,0
ISIC_0000453,1,1,0
ISIC_0000455,1,2,0
ISIC_0000456,0,0,0
ISIC_0000457,1,1,0
ISIC_0000458,2,1,0
ISIC_0000460,1,1,1
ISIC_0000461,1,1,1
ISIC_0000463,1,0,1
ISIC_0000465,0,1,1
ISIC_0000466,1,1,2
ISIC_0000467,2,2,2
ISIC_0000468,1,2,1
ISIC_0000469,1,1,1
ISIC_0000470,0,0,0
ISIC_0000471,0,1,1
ISIC_0000473,2,1,1
ISIC_0000474,2,1,2
ISIC_0000475,1,2,1
ISIC_0000476,1,2,2
ISIC_0000478,2,1,1
ISIC_0000479,1,2,0
ISIC_0000480,1,0,1
ISIC_0000481,1,1,1
ISIC_0000482,1,1,1
ISIC_0000483,1,1,0
ISIC_0000484,0,2,1
ISIC_0000485,1,2,1
ISIC_0000486,1,1,1
ISIC_0000487,2,2,2
ISIC_0000488,1,1,1
ISIC_0000489,1,2,0
ISIC_0000490,1,2,2
ISIC_0000491,1,0,1
ISIC_0000492,0,1,1
ISIC_0000493,1,2,1
ISIC_0000494,1,1,1
ISIC_0000495,1,2,0
ISIC_0000496,2,2,1
ISIC_0000498,1,1,1
ISIC_0000499,0,2,1
ISIC_0000500,2,2,1
ISIC_0000501,1,1,1
ISIC_0000503,2,2,2
ISIC_0000504,1,0,0
ISIC_0000505,1,1,1
ISIC_0000506,2,2,0
ISIC_0000507,1,0,2
ISIC_0000508,2,2,1
ISIC_0000509,1,1,1
ISIC_0000510,2,2,1
ISIC_0000511,2,2,1
ISIC_0000513,0,1,1
ISIC_0000514,1,1,2
ISIC_0000515,1,1,0
ISIC_0000516,1,2,1
ISIC_0000517,1,2,1
ISIC_0000518,1,2,1
ISIC_0000519,1,1,2
ISIC_0000520,2,2,2
ISIC_0000521,2,1,1
ISIC_0000522,2,2,1
ISIC_0000523,0,1,0
ISIC_0000524,1,1,2
ISIC_0000525,1,1,0
ISIC_0000527,2,1,1
ISIC_0000528,2,2,2
ISIC_0000529,1,1,2
ISIC_0000530,2,2,1
ISIC_0000531,1,2,1
ISIC_0000532,1,2,2
ISIC_0000533,2,1,2
ISIC_0000534,2,2,1
ISIC_0000535,0,0,2
ISIC_0000536,2,1,1
ISIC_0000538,1,0,2
ISIC_0000539,1,1,1
ISIC_0000540,1,2,1
ISIC_0000541,2,1,1
ISIC_0000542,1,0,0
ISIC_0000543,0,1,0
ISIC_0000544,1,1,1
ISIC_0000545,1,1,0
ISIC_0000546,1,1,1
ISIC_0000547,2,2,2
ISIC_0000548,1,1,1
ISIC_0000549,2,1,2
ISIC_0000550,2,1,1
ISIC_0000551,0,2,1
ISIC_0000552,1,1,0
ISIC_0000554,2,2,1
ISIC_0000555,2,1,1
ISIC_0000556,1,2,2
ISIC_0000882,2,0,1
ISIC_0000900,1,0,1
ISIC_0000999,1,1,1
ISIC_0001100,2,2,2
ISIC_0001102,1,2,1
ISIC_0001103,2,2,1
ISIC_0001105,0,0,1
ISIC_0001118,2,2,1
ISIC_0001119,1,1,1
ISIC_0001126,2,2,2
ISIC_0001128,1,1,0
ISIC_0001131,2,2,2
ISIC_0001133,2,1,2
ISIC_0001134,1,1,2
ISIC_0001140,1,1,1
ISIC_0001142,2,2,2
ISIC_0001148,2,1,1
ISIC_0001152,2,2,2
ISIC_0001960,2,0,2
ISIC_0002093,0,1,1
ISIC_0002107,0,0,0
ISIC_0002206,0,0,0
ISIC_0002246,2,0,0
ISIC_0002251,1,1,0
ISIC_0002287,2,2,1
ISIC_0002353,1,1,2
ISIC_0002374,1,1,0
ISIC_0002438,1,1,1
ISIC_0002439,1,0,1
ISIC_0002453,1,1,1
ISIC_0002459,1,0,1
ISIC_0002469,1,0,1
ISIC_0002476,1,1,1
ISIC_0002488,0,0,0
ISIC_0002489,0,0,0
ISIC_0002616,0,2,1
ISIC_0002647,1,2,1
ISIC_0002673,1,1,1
ISIC_0002780,1,1,2
ISIC_0002806,1,0,1
ISIC_0002829,0,1,1
ISIC_0002836,1,0,1
ISIC_0002871,0,1,1
ISIC_0002879,0,2,1
ISIC_0002885,2,1,1
ISIC_0002948,1,1,1
ISIC_0002975,0,0,0
ISIC_0002976,1,1,1
ISIC_0003005,1,2,1
ISIC_0003051,1,0,0
ISIC_0003056,1,1,2
ISIC_0003174,0,0,0
ISIC_0003308,1,1,1
ISIC_0003346,1,1,0
ISIC_0003728,0,0,1
ISIC_0004110,1,1,1
ISIC_0004115,1,1,1
ISIC_0004166,1,1,2
ISIC_0004168,1,1,1
ISIC_0004309,2,2,0
ISIC_0004346,0,0,0
ISIC_0004715,1,1,0
ISIC_0004985,1,0,1
ISIC_0005000,0,0,1
ISIC_0005187,1,1,0
ISIC_0005548,1,1,0
ISIC_0005555,1,2,0
ISIC_0005620,1,1,0
ISIC_0005639,1,1,1
ISIC_0005666,0,1,1
ISIC_0005787,1,1,1
ISIC_0006021,1,2,1
ISIC_0006114,0,0,2
ISIC_0006193,0,1,1
ISIC_0006326,2,1,1
ISIC_0006350,1,1,1
ISIC_0006612,0,0,1
ISIC_0006711,0,0,2
ISIC_0006776,2,2,0
ISIC_0006795,2,1,1
ISIC_0006800,0,1,1
ISIC_0006940,0,1,0
ISIC_0006982,1,1,1
ISIC_0007038,1,0,1
ISIC_0007087,1,1,1
ISIC_0007322,1,0,2
ISIC_0007475,2,1,1
ISIC_0007557,0,1,0
ISIC_0007693,2,1,2
ISIC_0007760,1,0,0
ISIC_0008029,0,1,1
ISIC_0008116,0,1,1
ISIC_0008145,1,0,1
ISIC_0008207,1,0,1
ISIC_0008236,1,1,1
ISIC_0008256,1,1,0
ISIC_0008280,1,1,0
ISIC_0008294,1,1,1
ISIC_0008347,0,1,1
ISIC_0008396,1,0,1
ISIC_0008403,0,0,0
ISIC_0008406,1,0,1
ISIC_0008507,1,1,2
ISIC_0008528,1,0,1
ISIC_0008541,1,1,1
ISIC_0008552,1,0,0
ISIC_0008600,1,1,1
ISIC_0008626,1,2,1
ISIC_0008659,0,1,2
ISIC_0008785,1,1,2
ISIC_0008807,1,1,1
ISIC_0008879,0,1,1
ISIC_0008992,2,0,1
ISIC_0008993,1,2,2
ISIC_0008998,1,1,1
ISIC_0009035,0,0,0
ISIC_0009078,0,0,0
ISIC_0009083,1,0,1
ISIC_0009160,0,1,1
ISIC_0009165,0,0,0
ISIC_0009188,1,1,1
ISIC_0009252,1,0,1
ISIC_0009297,1,1,1
ISIC_0009298,1,1,1
ISIC_0009344,2,2,2
ISIC_0009430,0,2,1
ISIC_0009504,1,1,1
ISIC_0009533,2,1,1
ISIC_0009564,1,1,1
ISIC_0009583,0,1,2
ISIC_0009599,1,1,0
ISIC_0009758,2,1,1
ISIC_0009860,1,1,2
ISIC_0009868,1,2,1
ISIC_0009869,1,1,1
ISIC_0009870,0,1,0
ISIC_0009871,2,1,2
ISIC_0009872,2,2,2
ISIC_0009873,1,2,1
ISIC_0009874,2,1,1
ISIC_0009875,2,2,2
ISIC_0009877,0,0,2
ISIC_0009879,2,2,2
ISIC_0009880,1,1,1
ISIC_0009881,1,2,2
ISIC_0009882,0,1,0
ISIC_0009883,0,1,0
ISIC_0009884,1,0,0
ISIC_0009885,0,2,1
ISIC_0009888,1,2,1
ISIC_0009889,2,1,1
ISIC_0009891,1,1,1
ISIC_0009895,1,2,1
ISIC_0009896,2,2,2
ISIC_0009897,2,2,1
ISIC_0009898,1,2,2
ISIC_0009899,1,1,1
ISIC_0009901,1,1,0
ISIC_0009902,2,1,1
ISIC_0009905,2,1,2
ISIC_0009906,1,1,2
ISIC_0009909,0,1,1
ISIC_0009910,2,2,2
ISIC_0009911,1,1,1
ISIC_0009912,2,1,1
ISIC_0009914,1,1,2
ISIC_0009915,2,2,2
ISIC_0009917,1,1,1
ISIC_0009918,1,1,1
ISIC_0009919,2,2,2
ISIC_0009920,1,1,1
ISIC_0009921,2,1,2
ISIC_0009923,0,2,2
ISIC_0009925,2,2,2
ISIC_0009929,0,0,1
ISIC_0009930,0,1,1
ISIC_0009931,1,1,1
ISIC_0009932,1,1,1
ISIC_0009933,0,1,1
ISIC_0009935,0,1,1
ISIC_0009936,0,1,1
ISIC_0009937,2,1,0
ISIC_0009938,2,1,1
ISIC_0009939,1,1,1
ISIC_0009940,2,2,2
ISIC_0009941,0,2,0
ISIC_0009942,0,1,1
ISIC_0009943,1,1,2
ISIC_0009945,0,0,1
ISIC_0009946,2,2,1
ISIC_0009947,2,0,2
ISIC_0009949,1,1,1
ISIC_0009950,0,0,1
ISIC_0009951,2,2,1
ISIC_0009953,1,2,2
ISIC_0009954,1,0,2
ISIC_0009955,1,2,2
ISIC_0009956,0,0,2
ISIC_0009958,1,1,1
ISIC_0009960,0,1,0
ISIC_0009961,1,1,1
ISIC_0009962,2,2,2
ISIC_0009963,0,1,2
ISIC_0009964,1,1,2
ISIC_0009965,2,1,2
ISIC_0009966,1,2,0
ISIC_0009967,0,2,1
ISIC_0009968,2,0,1
ISIC_0009969,1,1,1
ISIC_0009971,2,2,1
ISIC_0009972,1,1,1
ISIC_0009973,0,2,0
ISIC_0009974,0,1,0
ISIC_0009975,1,1,1
ISIC_0009976,1,0,1
ISIC_0009977,1,0,0
ISIC_0009979,0,2,0
ISIC_0009981,0,1,1
ISIC_0009982,1,1,1
ISIC_0009987,2,2,2
ISIC_0009991,1,1,2
ISIC_0009993,2,2,2
ISIC_0009994,0,1,1
ISIC_0009998,1,1,0
ISIC_0010000,1,0,2
ISIC_0010002,1,0,1
ISIC_0010003,1,1,0
ISIC_0010005,2,1,2
ISIC_0010006,1,1,1
ISIC_0010011,1,1,1
ISIC_0010013,1,1,1
ISIC_0010014,1,2,0
ISIC_0010015,2,2,1
ISIC_0010016,1,1,1
ISIC_0010017,2,0,2
ISIC_0010018,0,1,0
ISIC_0010019,1,2,1
ISIC_0010020,2,2,2
ISIC_0010021,0,0,0
ISIC_0010022,1,2,2
ISIC_0010024,1,2,2
ISIC_0010025,1,1,1
ISIC_0010028,1,1,1
ISIC_0010029,2,1,2
ISIC_0010032,1,0,1
ISIC_0010034,1,0,0
ISIC_0010036,2,2,2
ISIC_0010040,2,2,1
ISIC_0010042,2,1,1
ISIC_0010043,1,2,0
ISIC_0010044,0,1,0
ISIC_0010046,2,1,1
ISIC_0010047,1,1,1
ISIC_0010051,2,0,2
ISIC_0010053,0,1,0
ISIC_0010054,2,2,2
ISIC_0010055,2,1,2
ISIC_0010057,2,1,2
ISIC_0010058,1,2,2
ISIC_0010059,2,2,1
ISIC_0010060,1,0,2
ISIC_0010061,2,2,2
ISIC_0010062,1,2,1
ISIC_0010063,1,2,1
ISIC_0010064,1,2,1
ISIC_0010066,1,1,1
ISIC_0010067,2,1,1
ISIC_0010069,2,1,2
ISIC_0010070,1,2,1
ISIC_0010074,1,1,2
ISIC_0010075,2,2,2
ISIC_0010077,1,0,0
ISIC_0010078,2,1,2
ISIC_0010080,0,0,0
ISIC_0010081,2,2,0
ISIC_0010086,2,1,1
ISIC_0010087,1,2,2
ISIC_0010088,0,1,0
ISIC_0010089,0,1,0
ISIC_0010090,0,0,0
ISIC_0010092,1,1,0
ISIC_0010093,2,2,2
ISIC_0010094,0,0,1
ISIC_0010100,1,2,2
ISIC_0010102,2,1,0
ISIC_0010104,1,2,1
ISIC_0010105,1,0,1
ISIC_0010168,1,1,2
ISIC_0010170,1,1,2
ISIC_0010171,1,2,1
ISIC_0010173,1,1,2
ISIC_0010174,2,2,2
ISIC_0010176,0,1,1
ISIC_0010177,1,0,1
ISIC_0010178,0,0,1
ISIC_0010180,2,2,2
ISIC_0010182,1,2,2
ISIC_0010184,2,1,2
ISIC_0010185,1,2,1
ISIC_0010186,2,1,1
ISIC_0010187,1,1,2
ISIC_0010191,2,1,2
ISIC_0010192,1,1,1
ISIC_0010193,1,2,2
ISIC_0010194,2,2,2
ISIC_0010201,1,1,2
ISIC_0010202,2,1,2
ISIC_0010205,0,0,2
ISIC_0010206,1,1,1
ISIC_0010207,2,2,1
ISIC_0010212,1,2,1
ISIC_0010213,1,2,1
ISIC_0010215,0,2,1
ISIC_0010216,2,1,0
ISIC_0010219,0,0,0
ISIC_0010220,2,1,1
ISIC_0010222,2,2,2
ISIC_0010225,1,2,1
ISIC_0010227,1,1,1
ISIC_0010229,1,0,1
ISIC_0010231,2,2,2
ISIC_0010233,0,2,0
ISIC_0010234,1,1,2
ISIC_0010236,1,1,1
ISIC_0010237,1,1,2
ISIC_0010240,1,1,1
ISIC_0010241,1,1,1
ISIC_0010244,1,1,0
ISIC_0010246,1,1,2
ISIC_0010247,2,0,2
ISIC_0010248,1,1,1
ISIC_0010249,1,2,2
ISIC_0010251,2,1,2
ISIC_0010254,0,1,2
ISIC_0010255,2,0,0
ISIC_0010256,1,0,2
ISIC_0010257,0,1,1
ISIC_0010261,2,2,2
ISIC_0010262,0,1,2
ISIC_0010264,2,0,1
ISIC_0010265,0,2,1
ISIC_0010267,2,0,2
ISIC_0010317,0,2,0
ISIC_0010318,2,1,0
ISIC_0010320,2,1,2
ISIC_0010326,1,1,2
ISIC_0010327,0,0,1
ISIC_0010329,2,2,2
ISIC_0010330,1,1,1
ISIC_0010332,2,1,1
ISIC_0010333,2,2,2
ISIC_0010334,2,1,2
ISIC_0010336,2,1,2
ISIC_0010337,2,2,1
ISIC_0010339,1,2,1
ISIC_0010340,1,2,1
ISIC_0010341,1,2,2
ISIC_0010342,2,2,2
ISIC_0010344,1,1,1
ISIC_0010346,1,2,1
ISIC_0010348,1,0,0
ISIC_0010350,1,1,0
ISIC_0010351,1,0,0
ISIC_0010356,1,1,0
ISIC_0010357,1,1,1
ISIC_0010358,2,0,0
ISIC_0010360,2,1,1
ISIC_0010362,1,1,1
ISIC_0010364,1,1,0
ISIC_0010365,2,2,1
ISIC_0010367,1,1,1
ISIC_0010368,1,1,1
ISIC_0010370,0,0,0
ISIC_0010371,1,2,2
ISIC_0010372,1,1,2
ISIC_0010374,1,0,1
ISIC_0010379,2,2,2
ISIC_0010382,2,1,2
ISIC_0010435,1,2,2
ISIC_0010441,0,0,1
ISIC_0010442,0,1,1
ISIC_0010443,0,2,0
ISIC_0010444,2,2,2
ISIC_0010447,1,1,0
ISIC_0010448,1,0,1
ISIC_0010449,0,1,0
ISIC_0010452,0,0,2
ISIC_0010455,1,1,2
ISIC_0010456,0,0,2
ISIC_0010458,1,0,0
ISIC_0010460,1,1,0
ISIC_0010461,1,1,0
ISIC_0010463,1,0,1
ISIC_0010465,2,2,2
ISIC_0010466,1,2,0
ISIC_0010467,2,2,1
ISIC_0010468,2,2,2
ISIC_0010471,0,0,0
ISIC_0010472,0,1,1
ISIC_0010473,2,1,2
ISIC_0010474,1,1,1
ISIC_0010475,1,2,2
ISIC_0010476,1,1,1
ISIC_0010477,2,2,2
ISIC_0010479,1,2,1
ISIC_0010480,2,2,2
ISIC_0010481,1,0,1
ISIC_0010483,1,1,2
ISIC_0010487,2,1,2
ISIC_0010488,0,2,1
ISIC_0010490,1,2,1
ISIC_0010492,2,0,1
ISIC_0010493,0,0,1
ISIC_0010494,2,1,2
ISIC_0010497,1,2,1
ISIC_0010498,0,1,2
ISIC_0010552,1,1,1
ISIC_0010553,2,1,2
ISIC_0010554,1,2,2
ISIC_0010557,1,2,2
ISIC_0010558,1,2,1
ISIC_0010562,0,0,0
ISIC_0010565,1,1,1
ISIC_0010566,2,1,0
ISIC_0010567,2,2,2
ISIC_0010568,2,2,2
ISIC_0010569,1,0,0
ISIC_0010570,2,1,1
ISIC_0010571,0,0,1
ISIC_0010573,0,1,1
ISIC_0010574,2,1,1
ISIC_0010575,1,2,0
ISIC_0010581,2,1,2
ISIC_0010582,0,2,1
ISIC_0010584,1,0,0
ISIC_0010585,1,1,0
ISIC_0010586,0,1,1
ISIC_0010587,0,1,1
ISIC_0010588,2,2,1
ISIC_0010589,2,2,2
ISIC_0010590,0,1,0
ISIC_0010591,2,2,1
ISIC_0010592,1,1,1
ISIC_0010593,1,1,1
ISIC_0010595,1,0,1
ISIC_0010596,2,2,2
ISIC_0010597,1,1,0
ISIC_0010598,0,0,0
ISIC_0010599,2,1,2
ISIC_0010602,1,0,0
ISIC_0010603,1,1,0
ISIC_0010606,0,1,1
ISIC_0010607,1,1,1
ISIC_0010844,1,0,2
ISIC_0010846,1,1,0
ISIC_0010847,2,2,2
ISIC_0010848,1,1,2
ISIC_0010850,1,1,1
ISIC_0010851,2,1,0
ISIC_0010852,1,1,1
ISIC_0010853,1,1,2
ISIC_0010854,1,1,2
ISIC_0010856,2,2,2
ISIC_0010857,2,2,2
ISIC_0010858,1,1,2
ISIC_0010860,1,0,1
ISIC_0010861,1,1,1
ISIC_0010862,1,1,1
ISIC_0010863,1,2,1
ISIC_0010864,2,1,2
ISIC_0011079,2,1,1
ISIC_0011082,1,1,1
ISIC_0011083,0,0,0
ISIC_0011085,2,2,1
ISIC_0011088,2,1,2
