ID,i,ii,iii
ISIC_0000151,3,7,5
ISIC_0000152,3,6,4
ISIC_0000153,5,6,4
ISIC_0000154,4,6,3
ISIC_0000155,6,4,7
ISIC_0000156,3,3,3
ISIC_0000157,3,4,4
ISIC_0000159,4,5,6
ISIC_0000160,5,4,7
ISIC_0000161,5,5,8
ISIC_0000162,4,7,3
ISIC_0000163,6,3,5
ISIC_0000164,8,4,3
ISIC_0000165,4,3,4
ISIC_0000166,5,2,6
ISIC_0000167,4,4,2
ISIC_0000169,6,4,6
ISIC_0000171,3,6,5
ISIC_0000172,3,3,8
ISIC_0000174,3,6,2
ISIC_0000176,3,4,2
ISIC_0000177,7,5,8
ISIC_0000179,0,2,4
ISIC_0000181,7,7,7
ISIC_0000182,8,0,8
ISIC_0000184,6,7,6
ISIC_0000185,4,1,2
ISIC_0000186,5,5,2
ISIC_0000188,6,6,6
ISIC_0000189,4,4,3
ISIC_0000190,5,3,4
ISIC_0000191,8,4,2
ISIC_0000192,5,6,4
ISIC_0000193,3,6,5
ISIC_0000196,3,0,8
ISIC_0000197,3,6,4
ISIC_0000198,4,8,7
ISIC_0000199,7,0,7
ISIC_0000201,7,3,3
ISIC_0000202,8,7,2
ISIC_0000203,2,7,4
ISIC_0000204,8,8,2
ISIC_0000205,7,0,7
ISIC_0000206,3,6,3
ISIC_0000207,3,6,8
ISIC_0000208,8,8,6
ISIC_0000209,4,5,6
ISIC_0000211,8,0,7
ISIC_0000212,6,1,7
ISIC_0000213,7,3,4
ISIC_0000214,4,3,7
ISIC_0000215,4,2,4
ISIC_0000216,3,8,2
ISIC_0000217,7,5,2
ISIC_0000218,4,4,7
ISIC_0000219,5,8,6
ISIC_0000220,4,6,4
ISIC_0000221,8,4,8
ISIC_0000222,7,5,8
ISIC_0000223,2,5,3
ISIC_0000224,8,4,8
ISIC_0000225,3,1,6
ISIC_0000226,3,6,8
ISIC_0000227,8,3,7
ISIC_0000229,7,3,4
ISIC_0000231,4,5,6
ISIC_0000232,8,5,1
ISIC_0000233,4,8,6
ISIC_0000234,4,5,3
ISIC_0000235,3,5,7
ISIC_0000236,0,8,5
ISIC_0000237,2,8,4
ISIC_0000239,4,2,6
ISIC_0000240,5,4,4
ISIC_0000242,6,3,4
ISIC_0000243,4,6,5
ISIC_0000244,4,8,6
ISIC_0000245,5,6,2
ISIC_0000246,6,3,5
ISIC_0000247,1,6,6
ISIC_0000250,3,5,6
ISIC_0000251,5,4,3
ISIC_0000252,6,7,5
ISIC_0000253,1,3,4
ISIC_0000254,4,3,6
ISIC_0000255,5,3,2
ISIC_0000256,4,5,8
ISIC_0000258,6,4,3
ISIC_0000259,6,8,7
ISIC_0000260,8,2,7
ISIC_0000261,3,0,5
ISIC_0000262,3,3,6
ISIC_0000263,5,3,8
ISIC_0000264,7,5,5
ISIC_0000265,2,7,1
ISIC_0000268,4,8,8
ISIC_0000269,8,5,0
ISIC_0000274,5,4,6
ISIC_0000275,2,5,7
ISIC_0000276,3,2,8
ISIC_0000277,3,6,2
ISIC_0000278,4,2,4
ISIC_0000281,3,6,8
ISIC_0000282,1,1,4
ISIC_0000283,0,7,4
ISIC_0000285,3,5,6
ISIC_0000288,4,8,8
ISIC_0000289,8,8,1
ISIC_0000290,2,6,7
ISIC_0000292,6,5,2
ISIC_0000293,3,6,4
ISIC_0000294,8,1,7
ISIC_0000295,8,3,4
ISIC_0000297,8,2,8
ISIC_0000298,7,2,4
ISIC_0000299,4,8,3
ISIC_0000300,3,8,7
ISIC_0000301,8,7,6
ISIC_0000302,8,5,8
ISIC_0000303,2,8,4
ISIC_0000306,4,2,7
ISIC_0000307,5,8,8
ISIC_0000310,8,7,8
ISIC_0000311,5,2,8
ISIC_0000313,6,6,4
ISIC_0000314,6,6,2
ISIC_0000315,5,4,6
ISIC_0000316,3,7,6
ISIC_0000317,3,2,4
ISIC_0000319,2,6,4
ISIC_0000320,4,5,2
ISIC_0000321,3,5,3
ISIC_0000322,8,6,5
ISIC_0000323,0,8,8
ISIC_0000324,7,8,8
ISIC_0000325,8,3,5
ISIC_0000326,2,4,4
ISIC_0000327,3,5,2
ISIC_0000328,4,8,2
ISIC_0000329,8,3,8
ISIC_0000330,1,1,0
ISIC_0000331,6,0,4
ISIC_0000332,4,5,6
ISIC_0000336,4,1,3
ISIC_0000338,6,4,3
ISIC_0000340,8,7,3
ISIC_0000341,4,5,5
ISIC_0000342,2,4,6
ISIC_0000343,8,5,6
ISIC_0000344,1,6,8
ISIC_0000345,4,2,1
ISIC_0000346,7,6,6
ISIC_0000347,1,8,0
ISIC_0000348,3,5,8
ISIC_0000349,6,2,2
ISIC_0000350,5,3,2
ISIC_0000351,6,2,3
ISIC_0000352,2,6,4
ISIC_0000353,5,6,3
ISIC_0000354,7,4,7
ISIC_0000355,2,6,8
ISIC_0000357,4,4,3
ISIC_0000358,2,5,4
ISIC_0000359,4,2,3
ISIC_0000360,4,1,1
ISIC_0000361,4,5,4
ISIC_0000363,6,4,7
ISIC_0000364,4,6,6
ISIC_0000365,3,8,1
ISIC_0000366,5,3,3
ISIC_0000367,5,2,4
ISIC_0000368,3,2,8
ISIC_0000369,4,8,7
ISIC_0000370,3,4,4
ISIC_0000371,4,7,1
ISIC_0000372,3,2,2
ISIC_0000374,8,2,0
ISIC_0000376,8,2,2
ISIC_0000377,0,3,2
ISIC_0000378,2,3,5
ISIC_0000379,7,3,4
ISIC_0000380,4,4,2
ISIC_0000381,6,3,4
ISIC_0000382,3,0,4
ISIC_0000383,3,1,3
ISIC_0000384,5,1,3
ISIC_0000385,4,8,2
ISIC_0000386,4,5,6
ISIC_0000387,3,6,4
ISIC_0000388,3,6,4
ISIC_0000390,3,3,3
ISIC_0000391,5,4,3
ISIC_0000392,4,1,5
ISIC_0000393,5,4,2
ISIC_0000395,4,2,0
ISIC_0000396,2,6,5
ISIC_0000397,4,0,7
ISIC_0000403,3,6,6
ISIC_0000407,4,4,6
ISIC_0000408,4,2,2
ISIC_0000409,4,3,6
ISIC_0000410,1,2,4
ISIC_0000412,3,6,2
ISIC_0000413,0,6,2
ISIC_0000415,8,2,2
ISIC_0000416,4,0,3
ISIC_0000418,3,2,8
ISIC_0000419,2,5,2
ISIC_0000420,8,5,5
ISIC_0000421,6,6,4
ISIC_0000423,8,5,8
ISIC_0000425,3,3,8
ISIC_0000426,0,5,8
ISIC_0000427,2,3,0
ISIC_0000431,3,2,1
ISIC_0000433,7,2,1
ISIC_0000434,5,4,4
ISIC_0000436,3,3,1
ISIC_0000439,2,5,5
ISIC_0000442,5,4,3
ISIC_0000443,3,3,3
ISIC_0000444,3,3,2
ISIC_0000445,5,1,4
ISIC_0000447,3,2,6
ISIC_0000448,6,4,4
ISIC_0000449,4,6,1
ISIC_0000451,5,6,6
ISIC_0000453,4,1,6
ISIC_0000455,6,3,2
ISIC_0000456,4,4,4
ISIC_0000457,5,8,4
ISIC_0000458,6,5,3
ISIC_0000460,2,4,4
ISIC_0000461,3,3,2
ISIC_0000463,6,3,3
ISIC_0000465,3,1,0
ISIC_0000466,4,2,5
ISIC_0000467,2,2,6
ISIC_0000468,4,2,2
ISIC_0000469,3,1,1
ISIC_0000470,4,8,8
ISIC_0000471,3,3,4
ISIC_0000473,2,3,1
ISIC_0000474,3,6,1
ISIC_0000475,3,8,3
ISIC_0000476,5,6,0
ISIC_0000478,2,4,2
ISIC_0000479,4,8,0
ISIC_0000480,3,0,4
ISIC_0000481,6,4,6
ISIC_0000482,0,1,3
ISIC_0000483,4,3,6
ISIC_0000484,7,1,5
ISIC_0000485,5,2,3
ISIC_0000486,5,6,4
ISIC_0000487,0,2,3
ISIC_0000488,3,4,3
ISIC_0000489,3,3,3
ISIC_0000490,5,8,5
ISIC_0000491,4,7,7
ISIC_0000492,1,5,4
ISIC_0000493,6,6,3
ISIC_0000494,1,3,2
ISIC_0000495,5,7,3
ISIC_0000496,7,3,4
ISIC_0000498,4,6,4
ISIC_0000499,4,2,0
ISIC_0000500,6,5,2
ISIC_0000501,7,4,5
ISIC_0000503,4,2,6
ISIC_0000504,1,2,8
ISIC_0000505,6,2,7
ISIC_0000506,3,0,8
ISIC_0000507,3,0,4
ISIC_0000508,2,3,3
ISIC_0000509,4,4,3
ISIC_0000510,2,4,4
ISIC_0000511,2,5,3
ISIC_0000513,8,5,5
ISIC_0000514,2,3,7
ISIC_0000515,4,6,5
ISIC_0000516,6,6,2
ISIC_0000517,2,6,4
ISIC_0000518,6,5,6
ISIC_0000519,2,5,1
ISIC_0000520,6,8,8
ISIC_0000521,1,5,4
ISIC_0000522,7,3,2
ISIC_0000523,4,4,2
ISIC_0000524,6,4,3
ISIC_0000525,5,6,3
ISIC_0000527,5,6,2
ISIC_0000528,2,8,4
ISIC_0000529,3,3,2
ISIC_0000530,5,3,3
ISIC_0000531,6,0,2
ISIC_0000532,4,3,3
ISIC_0000533,8,4,7
ISIC_0000534,3,6,6
ISIC_0000535,8,4,7
ISIC_0000536,3,5,7
ISIC_0000538,2,7,3
ISIC_0000539,4,1,4
ISIC_0000540,6,5,4
ISIC_0000541,1,5,3
ISIC_0000542,5,2,0
ISIC_0000543,1,0,8
ISIC_0000544,8,0,2
ISIC_0000545,1,5,3
ISIC_0000546,3,3,4
ISIC_0000547,1,5,0
ISIC_0000548,7,2,5
ISIC_0000549,4,7,7
ISIC_0000550,3,4,6
ISIC_0000551,1,5,7
ISIC_0000552,6,4,0
ISIC_0000554,3,1,4
ISIC_0000555,3,5,5
ISIC_0000556,7,8,2
ISIC_0000882,1,0,2
ISIC_0000900,2,2,3
ISIC_0000999,4,4,2
ISIC_0001100,3,8,6
ISIC_0001102,3,8,6
ISIC_0001103,3,3,5
ISIC_0001105,4,8,4
ISIC_0001118,3,8,5
ISIC_0001119,5,7,4
ISIC_0001126,0,5,2
ISIC_0001128,4,1,4
ISIC_0001131,8,8,7
ISIC_0001133,1,3,7
ISIC_0001134,6,4,3
ISIC_0001140,5,7,4
ISIC_0001142,6,3,2
ISIC_0001148,3,4,4
ISIC_0001152,2,8,8
ISIC_0001960,0,3,3
ISIC_0002093,8,7,3
ISIC_0002107,8,7,2
ISIC_0002206,2,2,8
ISIC_0002246,6,8,6
ISIC_0002251,4,4,2
ISIC_0002287,5,4,2
ISIC_0002353,2,5,2
ISIC_0002374,4,4,3
ISIC_0002438,4,5,3
ISIC_0002439,4,6,4
ISIC_0002453,2,2,4
ISIC_0002459,3,8,4
ISIC_0002469,2,1,3
ISIC_0002476,5,3,5
ISIC_0002488,1,1,8
ISIC_0002489,8,7,1
ISIC_0002616,8,1,4
ISIC_0002647,3,1,4
ISIC_0002673,1,2,5
ISIC_0002780,2,5,5
ISIC_0002806,1,3,4
ISIC_0002829,5,2,2
ISIC_0002836,8,2,4
ISIC_0002871,3,3,2
ISIC_0002879,2,2,2
ISIC_0002885,0,2,4
ISIC_0002948,4,3,1
ISIC_0002975,5,8,3
ISIC_0002976,4,6,6
ISIC_0003005,3,2,3
ISIC_0003051,1,8,3
ISIC_0003056,6,2,3
ISIC_0003174,2,7,8
ISIC_0003308,4,5,3
ISIC_0003346,5,7,3
ISIC_0003728,1,8,7
ISIC_0004110,5,2,4
ISIC_0004115,1,4,4
ISIC_0004166,3,6,6
ISIC_0004168,2,1,3
ISIC_0004309,2,0,1
ISIC_0004346,3,4,8
ISIC_0004715,6,3,6
ISIC_0004985,3,2,4
ISIC_0005000,2,0,4
ISIC_0005187,1,6,7
ISIC_0005548,5,6,5
ISIC_0005555,5,7,3
ISIC_0005620,4,5,2
ISIC_0005639,5,2,2
ISIC_0005666,2,6,4
ISIC_0005787,6,2,1
ISIC_0006021,3,5,3
ISIC_0006114,1,8,3
ISIC_0006193,2,5,4
ISIC_0006326,5,4,3
ISIC_0006350,5,3,5
ISIC_0006612,5,1,7
ISIC_0006711,8,4,4
ISIC_0006776,3,3,0
ISIC_0006795,2,2,6
ISIC_0006800,4,6,8
ISIC_0006940,6,3,2
ISIC_0006982,4,6,5
ISIC_0007038,2,8,3
ISIC_0007087,6,3,2
ISIC_0007322,6,5,1
ISIC_0007475,2,1,6
ISIC_0007557,7,1,7
ISIC_0007693,3,2,8
ISIC_0007760,6,6,8
ISIC_0008029,6,3,5
ISIC_0008116,4,4,5
ISIC_0008145,3,2,3
ISIC_0008207,4,2,1
ISIC_0008236,3,2,6
ISIC_0008256,5,5,5
ISIC_0008280,5,2,3
ISIC_0008294,2,2,4
ISIC_0008347,2,1,1
ISIC_0008396,1,6,4
ISIC_0008403,1,8,2
ISIC_0008406,3,8,6
ISIC_0008507,3,6,8
ISIC_0008528,2,6,8
ISIC_0008541,4,1,4
ISIC_0008552,1,4,3
ISIC_0008600,3,4,2
ISIC_0008626,4,4,6
ISIC_0008659,2,3,2
ISIC_0008785,4,4,2
ISIC_0008807,4,4,4
ISIC_0008879,3,4,6
ISIC_0008992,2,1,3
ISIC_0008993,4,1,3
ISIC_0008998,3,0,0
ISIC_0009035,6,3,3
ISIC_0009078,8,7,2
ISIC_0009083,6,1,4
ISIC_0009160,3,3,3
ISIC_0009165,2,7,0
ISIC_0009188,4,4,5
ISIC_0009252,4,4,6
ISIC_0009297,2,4,3
ISIC_0009298,5,5,3
ISIC_0009344,1,5,2
ISIC_0009430,8,7,2
ISIC_0009504,7,5,4
ISIC_0009533,0,4,2
ISIC_0009564,1,4,2
ISIC_0009583,2,1,0
ISIC_0009599,4,3,4
ISIC_0009758,1,4,4
ISIC_0009860,6,2,4
ISIC_0009868,5,3,3
ISIC_0009869,2,6,7
ISIC_0009870,5,7,2
ISIC_0009871,3,5,3
ISIC_0009872,7,3,2
ISIC_0009873,7,1,8
ISIC_0009874,4,1,4
ISIC_0009875,4,1,8
ISIC_0009877,6,8,7
ISIC_0009879,7,7,3
ISIC_0009880,3,4,4
ISIC_0009881,4,7,6
ISIC_0009882,6,3,8
ISIC_0009883,4,6,6
ISIC_0009884,3,8,4
ISIC_0009885,5,6,3
ISIC_0009888,6,3,4
ISIC_0009889,4,2,2
ISIC_0009891,5,6,3
ISIC_0009895,4,6,5
ISIC_0009896,3,3,7
ISIC_0009897,3,7,5
ISIC_0009898,3,3,2
ISIC_0009899,2,1,4
ISIC_0009901,3,4,7
ISIC_0009902,2,6,4
ISIC_0009905,3,3,3
ISIC_0009906,3,3,6
ISIC_0009909,8,2,5
ISIC_0009910,3,8,1
ISIC_0009911,2,4,6
ISIC_0009912,7,0,2
ISIC_0009914,6,7,6
ISIC_0009915,0,7,7
ISIC_0009917,5,4,4
ISIC_0009918,4,4,4
ISIC_0009919,5,5,5
ISIC_0009920,2,3,1
ISIC_0009921,3,5,3
ISIC_0009923,6,4,2
ISIC_0009925,7,3,4
ISIC_0009929,1,5,4
ISIC_0009930,6,4,5
ISIC_0009931,6,3,8
ISIC_0009932,0,4,7
ISIC_0009933,8,8,7
ISIC_0009935,2,4,3
ISIC_0009936,6,4,3
ISIC_0009937,2,5,0
ISIC_0009938,8,3,3
ISIC_0009939,3,6,3
ISIC_0009940,2,6,4
ISIC_0009941,8,0,3
ISIC_0009942,2,5,4
ISIC_0009943,4,5,6
ISIC_0009945,8,5,3
ISIC_0009946,8,7,5
ISIC_0009947,5,4,8
ISIC_0009949,4,2,6
ISIC_0009950,3,1,4
ISIC_0009951,8,1,1
ISIC_0009953,4,2,4
ISIC_0009954,2,8,5
ISIC_0009955,1,2,6
ISIC_0009956,6,7,8
ISIC_0009958,0,8,3
ISIC_0009960,3,5,3
ISIC_0009961,4,4,6
ISIC_0009962,6,0,8
ISIC_0009963,6,2,8
ISIC_0009964,8,7,6
ISIC_0009965,8,5,6
ISIC_0009966,4,6,3
ISIC_0009967,1,8,6
ISIC_0009968,3,6,8
ISIC_0009969,5,1,6
ISIC_0009971,2,5,5
ISIC_0009972,4,4,2
ISIC_0009973,8,7,7
ISIC_0009974,8,4,7
ISIC_0009975,4,0,3
ISIC_0009976,2,3,4
ISIC_0009977,4,8,7
ISIC_0009979,6,0,8
ISIC_0009981,7,2,3
ISIC_0009982,4,3,4
ISIC_0009987,8,5,7
ISIC_0009991,6,8,6
ISIC_0009993,3,1,8
ISIC_0009994,6,4,4
ISIC_0009998,7,4,5
ISIC_0010000,3,0,1
ISIC_0010002,4,3,6
ISIC_0010003,7,5,5
ISIC_0010005,8,7,5
ISIC_0010006,4,3,4
ISIC_0010011,1,4,3
ISIC_0010013,5,3,2
ISIC_0010014,3,5,8
ISIC_0010015,4,3,5
ISIC_0010016,2,5,3
ISIC_0010017,3,6,5
ISIC_0010018,3,1,7
ISIC_0010019,4,7,6
ISIC_0010020,7,7,3
ISIC_0010021,6,0,8
ISIC_0010022,7,5,8
ISIC_0010024,5,2,6
ISIC_0010025,7,7,2
ISIC_0010028,4,4,5
ISIC_0010029,5,1,3
ISIC_0010032,3,4,7
ISIC_0010034,5,4,4
ISIC_0010036,6,5,8
ISIC_0010040,3,5,4
ISIC_0010042,6,5,6
ISIC_0010043,6,7,8
ISIC_0010044,2,3,8
ISIC_0010046,8,4,4
ISIC_0010047,7,8,2
ISIC_0010051,7,8,1
ISIC_0010053,8,0,8
ISIC_0010054,2,1,4
ISIC_0010055,8,5,1
ISIC_0010057,5,6,2
ISIC_0010058,2,5,3
ISIC_0010059,5,3,4
ISIC_0010060,5,8,3
ISIC_0010061,7,7,3
ISIC_0010062,2,6,5
ISIC_0010063,2,6,3
ISIC_0010064,1,4,6
ISIC_0010066,2,6,4
ISIC_0010067,5,4,6
ISIC_0010069,4,5,3
ISIC_0010070,4,4,2
ISIC_0010074,7,4,2
ISIC_0010075,6,6,8
ISIC_0010077,2,5,5
ISIC_0010078,4,5,3
ISIC_0010080,8,4,8
ISIC_0010081,7,3,8
ISIC_0010086,7,7,4
ISIC_0010087,2,4,2
ISIC_0010088,6,7,4
ISIC_0010089,1,7,5
ISIC_0010090,8,4,8
ISIC_0010092,2,4,8
ISIC_0010093,0,3,7
ISIC_0010094,3,6,2
ISIC_0010100,1,7,3
ISIC_0010102,2,6,8
ISIC_0010104,2,2,3
ISIC_0010105,6,8,5
ISIC_0010168,4,6,4
ISIC_0010170,3,4,6
ISIC_0010171,6,8,4
ISIC_0010173,2,5,1
ISIC_0010174,3,6,5
ISIC_0010176,3,2,4
ISIC_0010177,1,6,6
ISIC_0010178,5,8,6
ISIC_0010180,7,8,1
ISIC_0010182,6,8,2
ISIC_0010184,7,5,4
ISIC_0010185,4,7,4
ISIC_0010186,4,2,5
ISIC_0010187,7,2,5
ISIC_0010191,1,3,3
ISIC_0010192,4,8,6
ISIC_0010193,8,1,3
ISIC_0010194,5,7,3
ISIC_0010201,7,4,4
ISIC_0010202,2,7,3
ISIC_0010205,7,8,7
ISIC_0010206,7,4,3
ISIC_0010207,3,4,6
ISIC_0010212,2,5,3
ISIC_0010213,3,5,7
ISIC_0010215,0,3,2
ISIC_0010216,3,7,8
ISIC_0010219,6,3,8
ISIC_0010220,5,4,4
ISIC_0010222,4,7,1
ISIC_0010225,3,3,7
ISIC_0010227,6,4,6
ISIC_0010229,4,7,5
ISIC_0010231,4,6,7
ISIC_0010233,2,8,7
ISIC_0010234,4,1,4
ISIC_0010236,5,2,4
ISIC_0010237,4,2,2
ISIC_0010240,8,4,6
ISIC_0010241,6,6,4
ISIC_0010244,4,3,5
ISIC_0010246,1,2,4
ISIC_0010247,8,4,8
ISIC_0010248,2,4,2
ISIC_0010249,5,2,2
ISIC_0010251,3,4,4
ISIC_0010254,3,2,1
ISIC_0010255,3,6,6
ISIC_0010256,5,8,4
ISIC_0010257,8,1,6
ISIC_0010261,8,6,1
ISIC_0010262,4,2,8
ISIC_0010264,2,7,5
ISIC_0010265,8,6,2
ISIC_0010267,6,2,5
ISIC_0010317,4,7,5
ISIC_0010318,4,3,6
ISIC_0010320,8,3,5
ISIC_0010326,3,4,6
ISIC_0010327,8,8,4
ISIC_0010329,1,3,3
ISIC_0010330,5,4,3
ISIC_0010332,6,3,7
ISIC_0010333,7,1,3
ISIC_0010334,8,3,3
ISIC_0010336,3,4,8
ISIC_0010337,6,6,4
ISIC_0010339,5,3,2
ISIC_0010340,2,3,4
ISIC_0010341,6,1,2
ISIC_0010342,1,4,4
ISIC_0010344,3,8,3
ISIC_0010346,3,7,5
ISIC_0010348,3,1,4
ISIC_0010350,4,4,7
ISIC_0010351,5,1,4
ISIC_0010356,6,3,8
ISIC_0010357,3,5,2
ISIC_0010358,4,7,3
ISIC_0010360,1,4,4
ISIC_0010362,6,6,6
ISIC_0010364,8,6,2
ISIC_0010365,1,6,4
ISIC_0010367,4,7,5
ISIC_0010368,6,4,2
ISIC_0010370,4,3,7
ISIC_0010371,4,2,5
ISIC_0010372,2,4,8
ISIC_0010374,8,6,8
ISIC_0010379,5,8,2
ISIC_0010382,6,5,5
ISIC_0010435,6,3,1
ISIC_0010441,5,8,4
ISIC_0010442,5,4,7
ISIC_0010443,8,7,7
ISIC_0010444,4,3,1
ISIC_0010447,4,7,8
ISIC_0010448,8,6,4
ISIC_0010449,2,6,8
ISIC_0010452,6,3,4
ISIC_0010455,2,3,6
ISIC_0010456,1,2,6
ISIC_0010458,6,4,7
ISIC_0010460,1,8,8
ISIC_0010461,8,3,4
ISIC_0010463,2,5,4
ISIC_0010465,0,7,5
ISIC_0010466,3,2,4
ISIC_0010467,6,8,6
ISIC_0010468,0,4,8
ISIC_0010471,2,5,6
ISIC_0010472,8,3,2
ISIC_0010473,3,5,2
ISIC_0010474,4,2,6
ISIC_0010475,7,5,4
ISIC_0010476,2,6,6
ISIC_0010477,2,3,7
ISIC_0010479,4,7,0
ISIC_0010480,3,3,7
ISIC_0010481,6,8,5
ISIC_0010483,4,4,1
ISIC_0010487,3,2,4
ISIC_0010488,4,8,4
ISIC_0010490,5,1,4
ISIC_0010492,7,2,6
ISIC_0010493,7,8,3
ISIC_0010494,6,4,4
ISIC_0010497,3,8,7
ISIC_0010498,8,4,8
ISIC_0010552,5,4,4
ISIC_0010553,3,7,6
ISIC_0010554,6,5,3
ISIC_0010557,3,6,3
ISIC_0010558,4,5,5
ISIC_0010562,7,7,6
ISIC_0010565,2,6,8
ISIC_0010566,8,6,5
ISIC_0010567,2,7,7
ISIC_0010568,6,8,6
ISIC_0010569,6,8,5
ISIC_0010570,3,5,4
ISIC_0010571,6,8,1
ISIC_0010573,1,2,4
ISIC_0010574,0,6,4
ISIC_0010575,3,5,8
ISIC_0010581,8,3,8
ISIC_0010582,2,8,3
ISIC_0010584,0,7,2
ISIC_0010585,3,4,2
ISIC_0010586,6,8,4
ISIC_0010587,2,1,6
ISIC_0010588,1,3,4
ISIC_0010589,8,2,8
ISIC_0010590,5,2,8
ISIC_0010591,8,8,6
ISIC_0010592,2,6,2
ISIC_0010593,5,2,8
ISIC_0010595,3,6,5
ISIC_0010596,2,8,3
ISIC_0010597,4,4,4
ISIC_0010598,8,4,2
ISIC_0010599,6,4,5
ISIC_0010602,4,7,8
ISIC_0010603,3,3,2
ISIC_0010606,7,2,7
ISIC_0010607,3,5,6
ISIC_0010844,2,8,3
ISIC_0010846,7,2,8
ISIC_0010847,0,7,1
ISIC_0010848,5,2,7
ISIC_0010850,5,5,7
ISIC_0010851,0,5,6
ISIC_0010852,5,7,3
ISIC_0010853,4,2,3
ISIC_0010854,1,5,6
ISIC_0010856,2,8,2
ISIC_0010857,2,8,3
ISIC_0010858,2,0,3
ISIC_0010860,1,4,7
ISIC_0010861,0,4,2
ISIC_0010862,4,8,7
ISIC_0010863,2,5,3
ISIC_0010864,5,4,5
ISIC_0011079,2,2,6
ISIC_0011082,1,2,4
ISIC_0011083,1,2,8
ISIC_0011085,4,8,4
ISIC_0011088,3,6,7
